EIN,FormYr,FormType,Name,State,MajorGroup,NTEE,NTEE.CC,UNIV,HOSP,TotalExpense,TotalEmployee,GrossReceipts,TotalAssests,CEOCompensation,Gender,TransitionYr,TRANS.D,ZIP5,LocationType,FIPS
452425395,2018,990,GUAJOME LEARNING CENTERS,CA,2,B,B29,FALSE,FALSE,777686,8,980159,1567485,206430.74000000002,M,FALSE,TRUE,92083,Metropolitan,06073
237085960,2018,990,CHICANO FEDERATION,CA,5,P,P81,FALSE,FALSE,15507348,80,16010647,12653564,100724.72,F,FALSE,TRUE,92104,Metropolitan,06073
950516240,2018,990,AZTEC SHOPS LTD,CA,2,B,B19,FALSE,FALSE,48288592,1525,73309773,101601805,294353.41000000003,M,FALSE,TRUE,92182,Metropolitan,06073
951644024,2018,990,JEWISH FAMILY SERVICE OF SAN DIEGO,CA,5,P,P84,FALSE,FALSE,24896100,386,33313955,54702280,461326.15,M,FALSE,TRUE,92123,Metropolitan,06073
951184512,2018,990,ARMY AND NAVY ACADEMY,CA,2,B,B25,FALSE,FALSE,13858263,224,14685270,34402522,246213.56000000003,M,FALSE,TRUE,92008,Metropolitan,06073
952653869,2018,990,CRASH INC,CA,4,F,F22,FALSE,FALSE,4527974,58,4101408,5508579,106479.92000000001,F,FALSE,TRUE,92108,Metropolitan,06073
953797687,2018,990,GEMOLOGICAL INSTITUTE OF AMERICA INC,CA,7,S,S41,FALSE,FALSE,236963746,1454,305583843,570820931,926440.05,F,FALSE,TRUE,92008,Metropolitan,06073
273911300,2018,990,HOWARD GARDNER COMMUNITY CHARTER SCHOOL,CA,2,B,B29,FALSE,FALSE,2562918,33,2987192,2138859,146195.16,F,FALSE,TRUE,91910,Metropolitan,06073
272249136,2018,990,SAN DIEGO GLOBAL VISION ACADEMY,CA,4,G,G41,FALSE,FALSE,4594588,57,4669359,2792690,139446.97,F,FALSE,TRUE,92116,Metropolitan,06073
330402867,2018,990,SOUTHERN REGIONAL RESOURCE CENTER SRRC,CA,4,G,G48,FALSE,FALSE,3130897,45,2944297,1792683,206732.67,M,FALSE,TRUE,92123,Metropolitan,06073
952457354,2018,990,METROPOLITAN AREA ADVISORY COMMITTEE ON ANTI-POVERTY OF SAN DIEGO COUNTY IN,CA,5,P,P20,FALSE,FALSE,47724488,545,54789025,52471523,281482.69,M,FALSE,TRUE,91911,Metropolitan,06073
952796316,2018,990,NEIGHBORHOOD HEALTHCARE,CA,4,E,E32,FALSE,FALSE,75343206,830,77516839,62260442,458027.81000000006,U,FALSE,TRUE,92025,Metropolitan,06073
951643375,2018,990,SAN DIEGO SOCIETY OF NATURAL HISTORY,CA,1,A,A56,FALSE,FALSE,10902128,249,16747901,50586460,376215.68000000005,F,FALSE,TRUE,92112,Metropolitan,06073
237279074,2018,990,UNION OF PAN ASIAN COMMUNITIES,CA,5,P,P20,FALSE,FALSE,11944261,224,12465030,4370734,146320.51,F,FALSE,TRUE,92102,Metropolitan,06073
261640148,2018,990,ICF CENTER FOR CROSS-BORDER PHILANTHROPY,CA,7,T,T50,FALSE,FALSE,782350,19,852901,3018939,89405.07,F,FALSE,TRUE,91950,Metropolitan,06073
510183384,2017,990,POWAY VALLEY SENIOR CITIZENS CORP,CA,5,P,P81,FALSE,FALSE,609977,7,442021,451331,56196.04,F,FALSE,TRUE,92064,Metropolitan,06073
330709428,2016,990,SAN DIEGO HUMAN DIGNITY FOUNDATION,CA,5,P,P11,FALSE,FALSE,1766031,5,853349,6345595,120478.79000000001,U,FALSE,TRUE,92106,Metropolitan,06073
952544535,2018,990,UNIVERSITY OF SAN DIEGO,CA,2,B,B43,TRUE,FALSE,476146010,6106,837916408,1440789128,988275.7500000001,M,FALSE,TRUE,92110,Metropolitan,06073
952213995,2018,990,UNITED WAY OF SAN DIEGO COUNTY,CA,7,T,T70,FALSE,FALSE,8492413,54,8892910,13563774,133454.15000000002,F,FALSE,TRUE,92123,Metropolitan,06073
330936366,2018,990,CENTER FOR SUSTAINABLE ENERGY,CA,3,C,C35,FALSE,FALSE,238323270,211,239231273,64075740,321539.10000000003,M,FALSE,TRUE,92110,Metropolitan,06073
951863913,2018,990,THE ARC OF SAN DIEGO,CA,5,P,P82,FALSE,FALSE,34739051,1385,35828339,32676262,257401.32,M,FALSE,TRUE,92102,Metropolitan,06073
274327126,2018,990,CHARITABLE ADULT RIDES & SERVICES INC,CA,5,P,P52,FALSE,FALSE,10399401,108,10909174,5895674,446393.15,M,FALSE,TRUE,92123,Metropolitan,06073
330523537,2018,990,ARC SAN DIEGO FOUNDATION,CA,5,P,P1182,FALSE,FALSE,85178,0,178179,2071727,257401.32,M,FALSE,TRUE,92102,Metropolitan,06073
330001690,2019,990,UNYEWAY INC,CA,5,J,J30,FALSE,FALSE,5368320,236,6194792,5387353,105168.65000000001,F,FALSE,TRUE,92040,Metropolitan,06073
953872442,2019,990,CORONADO HISTORICAL ASSOCIATION,CA,1,A,A80,FALSE,FALSE,713973,18,770054,1567035,84936.07,U,FALSE,TRUE,92118,Metropolitan,06073
330629427,2019,990,SAN DIEGUITO ACADEMY FOUNDATION,CA,2,B,B11,FALSE,FALSE,598095,3,655156,598388,74012.09000000001,F,FALSE,TRUE,92024,Metropolitan,06073
956336024,2016,990,SAN DIEGO HOSPICE FOUNDATION INC,CA,5,P,P1170,FALSE,FALSE,653510,0,754652,7374692,87566.24,U,FALSE,TRUE,92033,Metropolitan,06073
264671099,2018,990,SAN DIEGO SOCIAL VENTURE PARTNERS INC,CA,7,V,V26,FALSE,FALSE,273330,4,266255,458201,93533.99,F,FALSE,TRUE,92121,Metropolitan,06073
330002313,2017,990,UTILITY CONSUMERS ACTION NETWORK INC,CA,7,W,W1280,FALSE,FALSE,581768,4,225591,93765,99867.98000000001,M,FALSE,TRUE,92110,Metropolitan,06073
953671557,2018,990,INSTITUTE OF THE AMERICAS,CA,6,Q,Q50,FALSE,FALSE,1872286,12,2016004,9076436,409943.55000000005,M,FALSE,TRUE,92037,Metropolitan,06073
953837714,2018,990,INTERFAITH COMMUNITY SERVICES INC,CA,8,X,X90,FALSE,FALSE,14456004,193,14193855,30248465,209892.58000000002,M,FALSE,TRUE,92025,Metropolitan,06073
330240436,2019,990,DIVERSIONARY THEATRE PRODUCTIONS INC,CA,1,A,A65,FALSE,FALSE,908847,22,2154790,2773138,108187.95000000001,M,FALSE,TRUE,92116,Metropolitan,06073
956081896,2018,990,EVANGELICAL PRESS ASSOCIATION,AZ,1,A,A33,FALSE,FALSE,229371,2,232430,115564,87500.84000000001,M,FALSE,TRUE,85142,Metropolitan,06073
953138268,2018,990,HOME START INC,CA,5,I,I72,FALSE,FALSE,5671469,117,5817977,6151692,167668.16,F,FALSE,TRUE,92108,Metropolitan,06073
956120581,2019,990,QUAIL BOTANICAL GARDENS FOUNDATION INC,CA,3,C,C41,FALSE,FALSE,3530188,56,4198403,11670193,286719.05000000005,U,FALSE,TRUE,92024,Metropolitan,06073
680606790,2019,990,HEALTHY RELATIONSHIPS CALIFORNIA,CA,5,P,P46,FALSE,FALSE,1320202,28,1269420,159894,152499.72,F,FALSE,TRUE,92024,Metropolitan,06073
364690777,2019,990,WAVE ACADEMY,CA,2,B,B30,FALSE,FALSE,390502,3,413408,343093,106037.38,F,FALSE,TRUE,92123,Metropolitan,06073
330496092,2019,990,COMMUNITY HEALTH IMPROVEMENT PARTNERS,CA,7,T,T30,FALSE,FALSE,2485062,28,2235108,751554,151574.31,M,FALSE,TRUE,92123,Metropolitan,06073
952408518,2018,990,"NAZARETH HOUSE OF SAN DIEGO INC",CA,5,P,P75,FALSE,FALSE,6573159,111,11142621,10884946,200345.27000000002,U,FALSE,TRUE,92108,Metropolitan,06073
611558972,2018,990,EAST VILLAGE ASSOCIATION INC,CA,7,S,S21,FALSE,FALSE,532511,2,576551,531033,107899.1,F,FALSE,TRUE,92101,Metropolitan,06073
951727087,2017,990,JUNIOR ACHIEVEMENT OF SAN DIEGO COUNTY,CA,5,O,O53,FALSE,FALSE,3131652,51,3015563,9231105,211007.65000000002,F,FALSE,TRUE,92120,Metropolitan,06073
271332228,2017,990,ARCH HEALTH PARTNERS INC,CA,4,E,E31,FALSE,FALSE,78634626,430,84721539,17946899,647951.5900000001,F,FALSE,TRUE,92064,Metropolitan,06073
952815615,2018,990,VISTA COMMUNITY CLINIC,CA,4,E,E32,FALSE,FALSE,64478401,852,66867031,61722669,588538.9600000001,M,FALSE,TRUE,92084,Metropolitan,06073
952470435,2018,990,BOYS AND GIRLS CLUBS OF SAN DIEGUITO,CA,5,O,O23,FALSE,FALSE,6696704,351,6623425,10131979,176053.53,U,FALSE,TRUE,92023,Metropolitan,06073
262333338,2018,990,URBAN DISCOVERY ACADEMY,CA,2,B,B29,FALSE,FALSE,6567067,91,6865077,12769309,36621.82,F,FALSE,TRUE,92101,Metropolitan,06073
330647946,2019,990,SAN DIEGO COASTKEEPER,CA,3,C,C32,FALSE,FALSE,643719,8,1087656,1250345,127606.3,M,FALSE,TRUE,92106,Metropolitan,06073
274362839,2018,990,OLD TOWN ACADEMY,CA,2,B,B29,FALSE,FALSE,2606684,38,2560856,1245726,159655.57,M,FALSE,TRUE,92110,Metropolitan,06073
953035557,2016,990,CIVIC SAN DIEGO,CA,7,S,S31,FALSE,FALSE,8696224,42,8475409,11331628,278859.06,M,FALSE,TRUE,92101,Metropolitan,06073
462073430,2018,990,EMPOWER CHARTER SCHOOL,CA,2,B,B29,FALSE,FALSE,1899326,34,1912956,305550,114004.19,F,FALSE,TRUE,92111,Metropolitan,06073
952422704,2018,990,ACCESS INC,CA,5,J,J20,FALSE,FALSE,3146635,163,3300667,555276,101498.62000000001,F,FALSE,TRUE,92111,Metropolitan,06073
453183751,2019,990,HDP MASON HOUSING CORPORATION,CA,5,L,L50,FALSE,FALSE,478989,0,255183,4949902,482498.31000000006,M,FALSE,TRUE,92101,Metropolitan,06073
330629248,2018,990,PALOMAR FAMILY COUNSELING SERVICE,CA,5,P,P46,FALSE,FALSE,3742424,101,3730013,2374914,102058.88,F,FALSE,TRUE,92025,Metropolitan,06073
271963880,2019,990,SEAL-NSW FAMILY FOUNDATION,CA,3,D,D1131,FALSE,FALSE,2072201,3,2418938,744140,160894.90000000002,M,FALSE,TRUE,92008,Metropolitan,06073
330352148,2018,990,URBAN CORPS OF SAN DIEGO COUNTY,CA,5,J,J22,FALSE,FALSE,12595926,706,12385780,12871364,180640.25,M,FALSE,TRUE,92138,Metropolitan,06073
330174451,2018,990,FRIENDS OF VISTA HILL FOUNDATION,CA,7,R,R62,FALSE,FALSE,955475,0,2505943,11677320,172409.66,F,FALSE,TRUE,92123,Metropolitan,06073
330860449,2018,990,OUTDOOR OUTREACH,CA,5,O,O20,FALSE,FALSE,1609381,56,1640930,670493,106896.3,M,FALSE,TRUE,92114,Metropolitan,06073
510197097,2018,990,ACCESS TO INDEPENDENCE OF SAN DIEGO INC,CA,5,P,P80,FALSE,FALSE,1937750,29,1929344,1449750,113578.00000000001,F,FALSE,TRUE,92108,Metropolitan,06073
951644585,2018,990,GIRL SCOUTS SAN DIEGO-IMPERIAL,CA,5,O,O42,FALSE,FALSE,12395320,366,14167663,32607443,268712.25,F,FALSE,TRUE,92103,Metropolitan,06073
330765068,2018,990,CLASSROOM OF THE FUTURE FOUNDATION,CA,5,O,O52,FALSE,FALSE,361099,2,453228,118879,121301.74,M,FALSE,TRUE,92111,Metropolitan,06073
330189397,2018,990,VETERANS MEDICAL RESEARCH FOUNDATION OF,CA,4,H,H90,FALSE,FALSE,15147503,194,14851993,6701268,345802.5,F,FALSE,TRUE,92161,Metropolitan,06073
951661688,2018,990,SAN DIEGO HUMANE SOCIETY & SPCA,CA,3,D,D20,FALSE,FALSE,45886907,683,57075120,69011700,350837.21,M,FALSE,TRUE,92110,Metropolitan,06073
237359530,2017,990,MOONLIGHT CULTURAL FOUNDATION,CA,1,A,A65,FALSE,FALSE,763514,7,969313,517332,24867.260000000002,M,FALSE,TRUE,92085,Metropolitan,06073
330907092,2018,990,THE SAN DIEGO WOMEN'S FOUNDATION,CA,7,T,T11,FALSE,FALSE,640130,0,1360856,4227837,121969.91,F,FALSE,TRUE,92106,Metropolitan,06073
330415572,2018,990,FOUNDATION FOR THE CHILDREN,CA,6,Q,Q30,FALSE,FALSE,871886,4,700691,4451315,133133.69,U,FALSE,TRUE,92106,Metropolitan,06073
237107958,2018,990,SOCIAL ADVOCATES FOR YOUTH,CA,5,P,P30,FALSE,FALSE,17879645,531,18609682,8131719,205545.66,F,FALSE,TRUE,92123,Metropolitan,06073
330724932,2018,990,KIDS TURN SAN DIEGO,CA,5,P,P46,FALSE,FALSE,277162,9,344080,123241,96541.3,F,FALSE,TRUE,92123,Metropolitan,06073
953794678,2018,990,THE GEORGE G GLENNER ALZHEIMER'S FAMILY,CA,4,G,G83,FALSE,FALSE,2897198,50,3439547,1575362,205314.58000000002,M,FALSE,TRUE,91911,Metropolitan,06073
330712582,2018,990,MONTESSORI INSTITUTE OF SAN DIEGO,CA,2,B,B20,FALSE,FALSE,2375367,33,2619904,1131427,102220.20000000001,F,FALSE,TRUE,92037,Metropolitan,06073
953275679,2019,990,THE ELIZABETH HOSPICE INC,CA,5,P,P74,FALSE,FALSE,38107547,375,49337143,36554482,465929.22000000003,U,FALSE,TRUE,92025,Metropolitan,06073
274660639,2018,990,PINELLAS MYCROSCHOOL OF INTEGRATED,CA,2,B,B29,FALSE,FALSE,1243755,17,1146981,760344,108398.32,M,FALSE,TRUE,92056,Metropolitan,06073
237172306,2018,990,"NATIONAL UNIVERSITY",CA,2,B,B43,TRUE,FALSE,249240733,3635,365734174,977804219,660134.52,M,FALSE,TRUE,92037,Metropolitan,06073
953768448,2018,990,CARLSBAD EDUCATIONAL FOUNDATION,CA,7,T,T22,FALSE,FALSE,3788765,143,4173229,1706961,167380.40000000002,F,FALSE,TRUE,92018,Metropolitan,06073
460660465,2017,990,CIVIC SAN DIEGO ECONOMIC GROWTH AND,CA,7,S,S30,FALSE,FALSE,1705875,0,1069626,1239586,277947.82,U,FALSE,TRUE,92101,Metropolitan,06073
270716971,2018,990,HIGH TECH HIGH GRADUATE SCHOOL,CA,2,B,B43,TRUE,FALSE,5686231,46,7840462,7010318,517896.06000000006,M,FALSE,TRUE,92106,Metropolitan,06073
330603379,2018,990,JOB OPTIONS INC,CA,5,J,J30,FALSE,FALSE,53461031,1287,54105547,14410195,296905.10000000003,M,FALSE,TRUE,92108,Metropolitan,06073
330931009,2018,990,THERESA HESSLING CHARTER SCHOOL PROJECT,CA,2,B,B29,FALSE,FALSE,6953666,215,7139172,2776982,158632.06,M,FALSE,TRUE,92111,Metropolitan,06073
330903864,2018,990,VACCINE RESEARCH INSTITUTE OF SAN DIEGO,CA,4,H,H90,FALSE,FALSE,398797,6,450814,103780,109846.93000000001,M,FALSE,TRUE,92109,Metropolitan,06073
951652910,2019,990,GOODWILL INDUSTRIES OF SAN DIEGO COUNTY,CA,5,J,J32,FALSE,FALSE,62041985,1955,109960172,85624429,340170.47000000003,F,FALSE,TRUE,92110,Metropolitan,06073
952151526,2018,990,BIG BROTHERS BIG SISTERS OF SAN DIEGO,CA,5,O,O31,FALSE,FALSE,2439874,44,2507207,558793,156592.67,M,FALSE,TRUE,92105,Metropolitan,06073
800390564,2018,990,CALIFORNIA STATE UNIVERSITY SAN MARCOS,CA,2,B,B11,FALSE,FALSE,5778545,0,25088060,42419420,331706.62,F,FALSE,TRUE,92096,Metropolitan,06073
330122462,2018,990,"NAMI SAN DIEGO",CA,4,F,F80,FALSE,FALSE,6637877,92,6602472,2431698,145282.83000000002,F,FALSE,TRUE,92123,Metropolitan,06073
204395919,2018,990,FRIENDS OF THE WATER CONSERVATION GARDEN,CA,3,C,C1132,FALSE,FALSE,1228692,19,1127542,984735,11270.6,F,FALSE,TRUE,92019,Metropolitan,06073
953264143,2018,990,ESCONDIDO COMMUNITY CHILD DEVELOPMENT,CA,2,B,B20,FALSE,FALSE,4556530,105,5213493,3868601,123595.1,M,FALSE,TRUE,92025,Metropolitan,06073
900171867,2014,990,WESTMED COLLEGE,CA,2,B,B40,TRUE,FALSE,8939373,91,8568229,4567158,234638.85,F,FALSE,TRUE,92037,Metropolitan,06073
330759107,2018,990,COMMUNITY CLINICS HEALTH NETWORK,CA,4,E,E1232,FALSE,FALSE,5351946,0,5419403,1176359,431038.32,M,FALSE,TRUE,92123,Metropolitan,06073
262333338,2018,990,URBAN DISCOVERY ACADEMY,CA,2,B,B29,FALSE,FALSE,6567067,91,6865077,12769309,143038.52000000002,M,FALSE,TRUE,92101,Metropolitan,06073
770709388,2018,990,THE INNOCENT JUSTICE FOUNDATION,CA,5,I,I02,FALSE,FALSE,537991,5,507506,55298,101160.72,F,FALSE,TRUE,92024,Metropolitan,06073
330706949,2015,990,CLASSICS FOR KIDS INC,CA,1,A,A68,FALSE,FALSE,332276,2,340412,32574,56739.950000000004,U,FALSE,TRUE,92103,Metropolitan,06073
453307047,2017,990,BELLA MENTE CHARTER SCHOOL,CA,2,B,B29,FALSE,FALSE,6634940,96,6589104,13572792,130754.22000000002,F,FALSE,TRUE,92083,Metropolitan,06073
330325791,2018,990,ACLU FOUNDATION OF,CA,7,R,R60,FALSE,FALSE,4373174,56,3303027,8610720,241226.81000000003,F,FALSE,TRUE,92138,Metropolitan,06073
951652902,2018,990,BAYSIDE COMMUNITY CENTER,CA,5,P,P28,FALSE,FALSE,653806,11,589353,81482,102220.20000000001,M,FALSE,TRUE,92111,Metropolitan,06073
330363138,2018,990,STARPAL,CA,5,O,O20,FALSE,FALSE,1093905,4,1031771,1343781,110646.99,F,FALSE,TRUE,92105,Metropolitan,06073
952145967,2018,990,CENTURY CLUB OF SAN DIEGO,CA,7,T,T12,FALSE,FALSE,15983306,20,16711331,1348419,380497.2,M,FALSE,TRUE,92037,Metropolitan,06073
542164338,2018,990,INVISIBLE CHILDREN INC,DC,6,Q,Q30,FALSE,FALSE,6191980,12,6182756,671680,138650.18000000002,F,FALSE,TRUE,20056,Metropolitan,06073
330072115,2015,990,SAN DIEGO COUNTY CRIME STOPPERS INC,CA,5,I,I20,FALSE,FALSE,123906,3,190695,298669,73795.18000000001,M,FALSE,TRUE,92131,Metropolitan,06073
260457477,2018,990,FEEDING SAN DIEGO,CA,5,K,K31,FALSE,FALSE,50360474,67,51083126,7244802,214850.99000000002,M,FALSE,TRUE,92121,Metropolitan,06073
952040874,2018,990,SAN DIEGO SYMPHONY ORCHESTRA ASSOCIATION,CA,1,A,A69,FALSE,FALSE,29246097,729,38524609,57072246,487832.77,F,FALSE,TRUE,92101,Metropolitan,06073
953497926,2018,990,COMMUNITY RESOURCE CENTER,CA,5,P,P20,FALSE,FALSE,4571997,52,5512834,1967012,128471.76000000001,M,FALSE,TRUE,92024,Metropolitan,06073
330492304,2018,990,SVDP MANAGEMENT INC,CA,5,L,L41,FALSE,FALSE,8783708,55,7700854,101309883,264384.95,M,FALSE,TRUE,92102,Metropolitan,06073
470897469,2018,990,FLORIDA SCHOOL FOR INTEGRATED ACADEMICS,CA,2,B,B29,FALSE,FALSE,1102380,12,1290326,844589,124511.79000000001,M,FALSE,TRUE,92056,Metropolitan,06073
951816068,2019,990,SAN DIEGO ART INSTITUTE,CA,1,A,A40,FALSE,FALSE,493083,16,633129,295892,105301.63,F,FALSE,TRUE,92101,Metropolitan,06073
951661089,2017,990,SAN DIEGO CENTER FOR CHILDREN,CA,4,F,F33,FALSE,FALSE,22930692,493,22953123,16223480,260032.58000000002,M,FALSE,TRUE,92111,Metropolitan,06073
912150831,2018,990,JEWISH COMMUNITY CAMP AND,CA,8,X,X30,FALSE,FALSE,2714157,125,2425180,4962174,167939.57,M,FALSE,TRUE,92123,Metropolitan,06073
300507718,2016,990,SAN DIEGO HUNGER COALITION,CA,5,K,K01,FALSE,FALSE,815068,9,917798,569864,108891.00000000001,U,FALSE,TRUE,92105,Metropolitan,06073
460552414,2019,990,PEDAL THE CAUSE - SAN DIEGO,CA,4,G,G12,FALSE,FALSE,4625584,5,4634022,3473294,214496.74000000002,F,FALSE,TRUE,92101,Metropolitan,06073
330522594,2019,990,AVID CENTER,CA,2,B,B90,FALSE,FALSE,76108536,1255,89877561,117577337,528824.4,F,FALSE,TRUE,92123,Metropolitan,06073
237252243,2018,990,THE HEMOPHILIA ASSOC OF SAN DIEGO COUNTY,CA,4,G,G20,FALSE,FALSE,350754,2,253395,122123,82144.58,U,FALSE,TRUE,92108,Metropolitan,06073
943227261,2018,990,TAWONGA JEWISH COMMUNITY CORPORATION,CA,8,X,X30,FALSE,FALSE,5762632,489,8169895,14945549,235459.62000000002,F,FALSE,TRUE,94105,Metropolitan,06075
264443340,2018,990,MEDICINES360,CA,4,G,G05,FALSE,FALSE,21355992,43,44444919,87075006,420557.97000000003,M,FALSE,TRUE,94111,Metropolitan,06075
943117758,2018,990,CORO NORTHERN CALIFORNIA INC,CA,7,W,W70,FALSE,FALSE,2841212,17,2892664,1497920,218035.97000000003,U,FALSE,TRUE,94104,Metropolitan,06075
943178735,2018,990,CHILDRENS CREATIVITY MUSEUM,CA,1,A,A57,FALSE,FALSE,2705465,57,2699301,660224,166725.31000000003,F,FALSE,TRUE,94103,Metropolitan,06075
941156533,2018,990,JEWISH COMMUNITY FEDERATION OF SAN,CA,7,T,T70,FALSE,FALSE,101457296,121,322479297,1111133452,298421.29000000004,F,FALSE,TRUE,94105,Metropolitan,06075
941196211,2018,990,SAN FRANCISCO ART INSTITUTE,CA,2,B,B43,TRUE,FALSE,25095159,538,21702610,59626411,386282.92000000004,M,FALSE,TRUE,94133,Metropolitan,06075
800794674,2018,990,SEARCH INSIDE YOURSELF LEADERSHIP,CA,7,W,W70,FALSE,FALSE,5336006,23,5167944,979574,262535.22000000003,M,FALSE,TRUE,94129,Metropolitan,06075
943228136,2018,990,SCOTT STREET SENIOR HOUSING COMPLEX INC,CA,5,L,L22,FALSE,FALSE,14016955,231,20478218,42132807,323969.80000000005,M,FALSE,TRUE,94115,Metropolitan,06075
943088881,2018,990,HABITAT FOR HUMANITY,CA,5,L,L1920,FALSE,FALSE,10686508,89,15180932,31856980,388595.9,F,FALSE,TRUE,94111,Metropolitan,06075
942655955,2018,990,SOMARTS,CA,1,A,A90,FALSE,FALSE,1771224,27,1874679,982276,129862.6,F,FALSE,TRUE,94103,Metropolitan,06075
941156335,2018,990,JEWISH COMMUNITY RELATIONS COUNCIL OF,CA,8,X,X30,FALSE,FALSE,3861431,30,4802094,6005964,296281.62,F,FALSE,TRUE,94105,Metropolitan,06075
941156258,2018,990,CALIFORNIA ACADEMY OF SCIENCES,CA,1,A,A56,FALSE,FALSE,91774768,737,2133704206,877897606,758641.0900000001,M,FALSE,TRUE,94118,Metropolitan,06075
237394580,2018,990,ASIAN NEIGHBORHOOD DESIGN INC,CA,5,J,J22,FALSE,FALSE,1423585,18,1423585,2880477,100712.73000000001,F,FALSE,TRUE,94103,Metropolitan,06075
561938284,2017,990,FOUNDATION FOR SUSTAINABLE DEVELOPMENT,CA,6,Q,Q50,FALSE,FALSE,925729,8,926204,44746,98486.95000000001,F,FALSE,TRUE,94610,Metropolitan,06075
941156610,2018,990,SAN FRANCISCO CONSERVATORY OF MUSIC,CA,2,B,B43,TRUE,FALSE,36063677,674,60933240,213535562,968156.53,M,FALSE,TRUE,94102,Metropolitan,06075
820564961,2018,990,RESOURCE MEDIA,OR,1,A,A30,FALSE,FALSE,4762285,29,4226060,2502900,283226.69,M,FALSE,TRUE,94104,Metropolitan,06075
942448381,2018,990,WEST BAY PILIPINO MULTI-SERVICES INC,CA,4,F,F21,FALSE,FALSE,460508,20,565153,242726,91723.5,F,FALSE,TRUE,94103,Metropolitan,06075
943402610,2019,990,A HOME WITHIN INC,CA,5,P,P30,FALSE,FALSE,429192,4,552464,347784,89487.91,M,FALSE,TRUE,94612,Metropolitan,06075
941156533,2018,990,JEWISH COMMUNITY FEDERATION OF SAN,CA,7,T,T70,FALSE,FALSE,101457296,121,322479297,1111133452,567527.03,M,FALSE,TRUE,94105,Metropolitan,06075
942663216,2018,990,SAN FRANCISCO FILM SOCIETY,CA,1,A,A31,FALSE,FALSE,6709446,127,5431481,1878395,282039.68,M,FALSE,TRUE,94129,Metropolitan,06075
942295723,2018,990,LA RAZA CENTRO LEGAL - SAN FRANCISCO,CA,5,I,I80,FALSE,FALSE,967602,25,1409662,1061092,24516.280000000002,F,FALSE,TRUE,94103,Metropolitan,06075
237389436,2018,990,RICHMOND AREA MULTI-SERVICES INC,CA,4,F,F30,FALSE,FALSE,21960208,530,22143829,8408122,212187.03000000003,M,FALSE,TRUE,94118,Metropolitan,06075
941156530,2018,990,FELTON INSTITUTE INC,CA,5,P,P40,FALSE,FALSE,26850591,477,27452402,15397400,231560.69000000003,M,FALSE,TRUE,94501,Metropolitan,06075
474568396,2018,990,SPARK SF PUBLIC SCHOOLS,CA,2,B,B20,FALSE,FALSE,11724816,0,12439203,6120873,290454.48000000004,F,FALSE,TRUE,94102,Metropolitan,06075
946171319,2018,990,CENTRAL CITY HOSPITALITY HOUSE,CA,5,L,L41,FALSE,FALSE,4634955,78,4704017,5141730,152875.77000000002,M,FALSE,TRUE,94102,Metropolitan,06075
237097680,2018,990,CALIFORNIA TROUT INC,CA,3,D,D33,FALSE,FALSE,8856551,35,9839279,4295897,204358.65000000002,M,FALSE,TRUE,94104,Metropolitan,06075
943227260,2018,990,JEWISH COMMUNITY CENTER OF SAN FRANCISCO,CA,5,P,P28,FALSE,FALSE,36053345,652,34263701,64293851,396446.08,F,FALSE,TRUE,94118,Metropolitan,06075
680184712,2018,990,YOUTH LEADERSHIP INSTITUTE,CA,5,O,O50,FALSE,FALSE,4998061,55,5878978,1934120,234909.17,M,FALSE,TRUE,94103,Metropolitan,06075
271832830,2017,990,CRADLE TO CRADLE PRODUCTS INNOVATION,CA,7,S,S99,FALSE,FALSE,3542253,13,2263591,1012023,220147.30000000002,M,FALSE,TRUE,94612,Metropolitan,06075
680033257,2019,990,REX FOUNDATION,CA,7,T,T20,FALSE,FALSE,234994,2,268133,447629,94317.70000000001,M,FALSE,TRUE,94979,Metropolitan,06075
264443340,2018,990,MEDICINES360,CA,4,G,G05,FALSE,FALSE,21355992,43,44444919,87075006,1102092.4600000002,F,FALSE,TRUE,94111,Metropolitan,06075
263217538,2018,990,826 NATIONAL INC,CA,5,O,O11,FALSE,FALSE,1790486,13,1821147,1271039,185067.83000000002,F,FALSE,TRUE,94103,Metropolitan,06075
941167421,2018,990,SUNSET NURSERY SCHOOL,CA,2,B,B21,FALSE,FALSE,351416,7,401114,1233816,82887.96,U,FALSE,TRUE,94122,Metropolitan,06075
941696494,2018,990,THE EXPLORATORIUM,CA,1,A,A56,FALSE,FALSE,53538400,853,216047879,269815117,641244.8200000001,M,FALSE,TRUE,94111,Metropolitan,06075
205009512,2017,990,GLOBAL HERITAGE FUND,CA,1,A,A82,FALSE,FALSE,1945280,5,2174098,1283366,202767.25000000003,U,FALSE,TRUE,94104,Metropolitan,06075
943302410,2019,990,CENTER FOR CREATIVE LAND RECYCLING,CA,3,C,C0150,FALSE,FALSE,940021,6,973809,377140,167951.56000000003,F,FALSE,TRUE,94612,Metropolitan,06075
942600147,2018,990,SAN FRANCISCO PERFORMANCES INC,CA,1,A,A61,FALSE,FALSE,2954108,18,2352309,7583344,183024.08000000002,F,FALSE,TRUE,94102,Metropolitan,06075
943108690,2018,990,ENORMOUS CHANGES INC,CA,2,B,B20,FALSE,FALSE,3231569,49,3554449,12018011,196544.44,M,FALSE,TRUE,94115,Metropolitan,06075
464316933,2019,990,MASTERY DESIGN COLLABORATIVE INC,CA,5,J,J40,FALSE,FALSE,118927,1,63083,32903,58507.93000000001,U,FALSE,TRUE,94610,Metropolitan,06075
