EIN,m1,m2,m3,m4,m5
592461562,R,5,O,O5,O53
591888374,R,8,X,X2,X20
591795440,R,5,P,P7,P74
592114988,R,7,T,T3,T31
592477479,R,12,E,E2,E22
591203280,R,5,J,J3,J33
593036563,R,4,G,G8,G81
592858471,R,4,G,G2,G25
311471766,R,5,P,P7,P70
274734125,R,7,T,T2,T20
590993499,R,1,A,A8,A82
591506570,R,7,T,T4,T40
590791028,R,12,E,E2,E22
592507617,R,5,P,P3,P30
651060848,R,2,B,B2,B21
591800721,R,5,P,P7,P75
591083502,R,11,B,B4,B43
205935069,S,2,B,B0,B05
592320573,S,5,L,L2,L20
522292725,R,7,S,S2,S21
650080301,S,5,P,P0,P11
650316363,S,4,E,E0,E01
650665009,R,5,L,L2,L22
650216638,R,11,B,B4,B42
590624402,R,7,T,T7,T70
650112666,S,3,C,C5,C50
592656932,S,5,P,P7,P71
650978444,R,5,P,P3,P33
590624420,R,5,P,P7,P75
592935027,R,5,P,P4,P43
651001650,S,2,B,B0,B11
593598933,R,5,P,P4,P40
203455197,S,4,F,F2,F20
411793877,R,1,A,A9,A99
593598933,R,5,P,P4,P40
596154976,R,1,A,A6,A65
200446620,R,7,W,W7,W70
651229558,R,5,P,P2,P20
650315664,R,7,T,T3,T31
331075317,R,4,E,E3,E32
650047747,R,4,F,F8,F80
592396243,R,7,T,T3,T31
650511429,R,3,C,C4,C41
262646032,R,5,P,P3,P33
650279110,R,5,O,O2,O22
223879709,R,4,G,G3,G30
593740883,R,1,A,A5,A54
591022882,R,1,A,A2,A26
562412630,R,3,D,D5,D50
383487577,S,2,B,B0,B11
593726382,S,2,B,B2,B20
593061078,R,5,P,P4,P43
592178947,R,4,F,F2,F22
591146751,R,11,B,B4,B42
590637868,R,5,P,P2,P20
591965600,R,5,P,P2,P20
590689705,R,1,A,A5,A51
596002104,R,5,P,P6,P60
591146751,R,11,B,B4,B42
591867407,R,7,S,S3,S31
591406016,R,4,E,E3,E30
591842440,R,5,P,P8,P80
237347442,R,1,A,A2,A26
591090517,R,2,B,B9,B99
590970718,R,4,E,E5,E50
237437216,R,5,P,P8,P80
592176287,R,5,P,P3,P30
592621692,R,5,K,K3,K30
311489868,R,4,E,E8,E86
592881219,R,5,N,N6,N64
591009115,R,5,L,L4,L41
593678265,S,4,F,F2,F22
592625008,R,4,E,E8,E86
592564222,R,5,P,P6,P60
591952727,R,4,F,F2,F22
593004784,R,8,X,X2,X20
593688924,S,2,B,B2,B20
596002520,R,1,A,A6,A69
593562981,R,11,B,B5,B50
591881828,R,4,F,F2,F22
237167701,S,2,B,B4,B40
593672786,R,5,P,P8,P82
593390564,R,5,J,J2,J22
596173057,S,2,B,B0,B11
596178237,S,1,A,A5,A50
590940528,R,5,P,P8,P82
201920020,R,5,M,M2,M20
591586520,R,5,L,L2,L20
591101615,R,8,X,X2,X20
590737872,R,4,F,F3,F32
593105246,R,4,E,E3,E32
591118735,R,5,P,P2,P20
590192265,S,4,E,E0,E11
592951990,R,12,E,E2,E22
593247747,R,1,A,A4,A40
591404594,R,4,E,E3,E30
208776228,R,5,O,O5,O50
464359660,S,3,D,D0,D11
591643458,R,7,V,V2,V22
452508287,R,5,N,N6,N64
592420282,R,4,E,E3,E32
596151219,R,5,N,N5,N52
593651378,R,5,L,L4,L41
593198066,S,4,E,E3,E31
590747306,R,4,F,F3,F30
592788323,R,5,L,L9,L99
591785265,R,4,F,F4,F40
590624454,R,5,O,O4,O42
562395538,R,1,A,A3,A32
593725701,R,7,T,T7,T70
592184150,R,5,P,P3,P30
272196347,R,7,W,W3,W30
591742909,R,5,P,P2,P27
591741303,R,4,E,E3,E32
581377711,R,5,P,P7,P75
651096929,R,4,F,F3,F31
208378337,R,2,B,B6,B60
592184150,R,5,P,P3,P30
591825942,R,4,F,F3,F30
650598653,S,4,E,E0,E11
311624121,R,7,S,S2,S20
593671047,R,7,W,W7,W70
141933532,R,4,F,F3,F30
592850410,R,5,L,L2,L20
591936650,R,7,U,U9,U99
593414776,R,7,S,S3,S31
650064129,R,3,C,C6,C60
591867408,R,1,A,A2,A25
650523165,R,5,P,P3,P30
591144567,R,7,S,S2,S20
650202835,R,4,F,F2,F22
591930274,R,5,P,P8,P82
592958036,R,5,L,L2,L20
237181560,R,5,N,N7,N72
593140669,R,12,E,E2,E22
592790823,R,5,P,P4,P43
591143758,R,7,T,T7,T70
591350404,R,1,A,A6,A68
591163686,R,5,I,I8,I80
596198583,R,5,P,P3,P33
202640022,R,5,L,L2,L25
592240895,S,3,D,D3,D30
237304964,R,1,A,A2,A26
592037788,R,5,L,L2,L20
592332120,R,5,K,K3,K31
591287693,R,4,F,F3,F30
200243438,R,1,A,A8,A80
650153890,R,2,B,B6,B60
650503084,R,5,O,O5,O53
596175593,R,4,E,E9,E92
592602772,R,5,P,P2,P20
590968911,R,5,J,J2,J20
596196141,R,5,J,J3,J32
650383037,R,5,L,L2,L20
800002415,R,7,T,T3,T31
590939481,R,2,B,B8,B82
593076558,R,5,O,O2,O23
452337977,S,2,B,B0,B19
592718509,S,7,T,T0,T19
202305722,R,7,W,W2,W24
596152180,S,2,B,B4,B40
591491338,R,4,F,F2,F20
591657087,S,4,F,F3,F32
590808247,R,5,P,P2,P27
134356799,R,11,B,B4,B43
592718509,S,7,T,T0,T19
593496460,S,5,P,P0,P03
592824728,R,7,R,R2,R23
593352342,R,4,E,E6,E60
593633062,S,2,B,B0,B03
593145687,R,4,E,E3,E30
592104510,S,4,E,E0,E03
592906946,R,5,O,O5,O50
453013350,S,2,B,B9,B90
593032613,R,4,E,E8,E80
593347586,S,5,I,I8,I80
454355903,S,4,G,G0,G19
650139769,R,2,B,B9,B90
593587277,R,5,P,P8,P80
593430333,R,2,B,B9,B99
593659026,R,5,J,J2,J20
596011150,R,7,T,T7,T70
596194457,S,2,B,B0,B11
593743672,R,2,B,B2,B21
591844633,R,5,P,P8,P81
366149972,S,7,U,U0,U03
592252756,R,5,L,L2,L20
591952984,R,1,A,A6,A69
592091480,S,2,B,B4,B40
592130789,R,5,O,O3,O31
592319288,R,12,E,E2,E22
593652684,R,5,J,J2,J22
271397124,R,4,H,H9,H99
590638490,R,4,E,E5,E50
593359549,R,7,U,U5,U50
591196043,R,1,A,A6,A65
650833500,R,7,T,T3,T31
591843274,S,2,B,B4,B40
593606103,R,4,E,E3,E30
650901170,S,5,J,J3,J30
596166231,R,5,P,P2,P28
592334811,R,5,J,J2,J22
591819652,R,3,D,D2,D20
650611186,S,4,E,E5,E50
591420986,R,5,K,K3,K36
592591136,R,4,G,G4,G41
237362750,R,5,P,P8,P80
510177273,R,4,F,F3,F30
592992077,S,5,L,L2,L20
593060378,R,4,E,E3,E30
592119445,R,5,P,P3,P30
591814769,R,4,E,E9,E92
650315112,S,2,B,B7,B70
592422998,R,5,P,P6,P60
591978388,R,5,L,L2,L20
650016846,R,1,A,A6,A60
591814769,R,4,E,E9,E92
521929587,R,5,P,P8,P82
591523943,R,4,E,E9,E92
651040912,R,5,P,P7,P75
273185735,R,3,C,C6,C60
455518434,R,12,E,E2,E21
300216715,R,7,T,T3,T30
592423867,R,1,A,A9,A90
592189635,R,5,N,N7,N70
591039811,R,5,N,N5,N52
237269955,S,7,R,R0,R03
651040928,S,4,E,E0,E02
650032862,R,4,F,F2,F22
264233346,S,5,L,L0,L11
590624458,R,11,B,B4,B43
521929588,R,5,J,J3,J30
650244316,S,4,H,H0,H12
651040936,R,12,E,E2,E21
363719712,R,4,G,G4,G44
590714818,R,4,G,G2,G20
591374440,R,5,P,P2,P20
651040919,R,5,P,P7,P75
300541840,R,4,E,E9,E90
650746714,R,5,P,P2,P28
651040917,R,4,E,E9,E91
591923396,R,4,F,F3,F32
596169745,S,2,B,B4,B40
650715767,R,5,P,P3,P33
596166904,R,5,O,O5,O50
650714062,R,5,P,P8,P80
830500200,R,5,N,N3,N32
590737868,R,1,A,A3,A32
592657550,R,5,L,L2,L21
650244316,S,4,H,H0,H12
510173787,R,5,P,P7,P74
621604765,R,5,P,P8,P82
650493697,R,5,P,P7,P70
571140890,R,5,P,P3,P30
900525658,S,4,E,E2,E21
590825837,R,4,E,E9,E91
521758796,R,2,B,B8,B80
650167851,R,5,P,P8,P84
650208290,R,7,T,T3,T31
651040931,S,4,E,E0,E19
200873622,R,7,T,T7,T70
592712689,R,2,B,B2,B28
237372819,S,4,E,E3,E32
591466709,R,4,F,F3,F33
270077412,R,1,A,A5,A50
650662341,R,5,N,N5,N52
592569847,R,5,L,L4,L41
650118734,R,5,P,P8,P82
650140488,R,2,B,B9,B90
264468758,R,11,B,B4,B43
650379532,R,5,P,P8,P82
650424304,R,5,L,L8,L81
592104864,R,1,A,A4,A40
651040926,R,5,P,P7,P75
650622266,R,4,G,G4,G41
650009277,S,4,E,E2,E20
134245879,R,4,E,E9,E91
650435764,R,8,X,X2,X20
650118730,R,5,P,P8,P82
631113642,R,5,P,P7,P73
593331584,S,5,P,P3,P30
264233085,S,5,L,L0,L11
651110424,R,5,O,O5,O50
590866060,R,4,F,F3,F32
590866126,R,5,J,J3,J32
264725581,R,5,P,P2,P20
590968005,R,1,A,A5,A54
650504316,S,4,E,E2,E21
591796622,R,4,G,G2,G20
650583790,R,5,P,P8,P82
830500199,S,4,E,E0,E11
650326517,R,6,Q,Q3,Q30
590766992,R,5,P,P3,P33
651075983,S,5,P,P0,P12
463502696,S,7,T,T3,T30
311745088,R,5,P,P8,P80
592153608,R,5,P,P4,P43
650653670,R,5,L,L2,L20
592807058,R,1,A,A7,A70
651003208,R,5,P,P3,P30
591288630,R,7,T,T7,T70
593400826,R,5,J,J2,J22
591267050,R,5,O,O2,O23
592634092,R,5,P,P4,P43
460684933,R,7,U,U4,U40
593109969,R,5,P,P8,P82
590972293,R,7,T,T7,T70
650094350,R,5,P,P4,P43
593750283,R,5,P,P2,P27
593747096,R,5,P,P3,P31
952535904,R,7,U,U4,U40
592788435,S,2,B,B0,B01
593627035,R,5,L,L2,L20
562313443,R,5,P,P8,P80
593124673,R,4,G,G2,G25
300086039,R,7,S,S2,S20
593165226,S,7,S,S3,S30
590637883,R,3,D,D2,D20
591051408,R,5,P,P8,P80
596191018,S,5,N,N3,N32
591480970,R,4,E,E3,E32
593572590,S,5,P,P0,P11
592013160,R,5,P,P8,P82
590624430,R,5,P,P2,P27
592988012,R,5,P,P8,P80
591004604,S,5,I,I8,I80
593110868,S,4,E,E3,E31
593463543,R,2,B,B2,B20
592752878,R,5,P,P7,P73
591712936,R,7,S,S9,S99
591214353,R,5,P,P2,P20
593455949,R,4,F,F3,F32
202062312,R,5,I,I4,I43
460994106,R,5,L,L4,L41
593510383,R,7,T,T2,T21
590696293,R,5,O,O4,O42
590624376,R,5,O,O4,O41
592617174,R,5,P,P7,P75
593396497,R,5,J,J2,J22
272577059,R,1,A,A6,A65
591371754,R,5,P,P3,P33
593053289,R,5,P,P8,P82
590910352,R,1,A,A5,A51
593697602,R,5,J,J2,J22
260892010,R,5,I,I6,I60
593425984,S,4,F,F3,F33
592814255,R,5,P,P8,P85
592917065,S,5,P,P0,P11
593259553,R,12,E,E2,E21
593053288,R,5,P,P7,P73
260879378,R,8,X,X2,X22
592898030,R,5,I,I2,I20
593266020,R,5,I,I4,I40
590946923,R,7,T,T7,T70
591358237,R,5,M,M4,M40
596555007,R,5,O,O3,O31
592242689,R,4,E,E3,E30
591989832,R,1,A,A8,A82
590883386,R,5,P,P8,P82
272007902,S,7,U,U0,U11
208610932,S,2,B,B0,B12
592333738,R,5,O,O5,O53
651023099,R,4,F,F3,F32
590657327,R,5,O,O4,O42
590624470,R,5,P,P2,P27
592391119,S,4,E,E2,E20
201337770,S,4,E,E2,E21
232574269,R,4,E,E9,E91
593793059,R,5,L,L2,L22
591084179,R,5,P,P4,P40
650964759,S,2,B,B0,B12
591590644,R,4,F,F2,F22
651032601,R,7,T,T7,T70
650523164,R,12,E,E2,E21
596158821,R,1,A,A8,A82
651156772,R,3,C,C3,C32
650169781,R,2,B,B9,B92
311713631,R,5,K,K3,K34
650219982,S,2,B,B0,B12
591109899,R,2,B,B2,B20
591520581,R,5,P,P2,P20
650679193,R,5,O,O2,O23
592447554,R,12,E,E2,E22
650052657,R,4,E,E7,E70
596775830,R,9,Y,Y2,Y20
650298299,R,5,P,P3,P30
590948696,R,7,T,T7,T70
590683258,R,7,T,T7,T70
592104920,R,7,T,T2,T22
591964034,R,4,F,F3,F30
237060561,R,5,O,O2,O23
650149423,R,5,P,P8,P84
592471253,R,7,S,S9,S99
592445926,R,7,U,U2,U21
237066181,S,4,G,G9,G90
364516420,R,5,P,P5,P51
274910353,R,1,A,A6,A65
465337808,R,2,B,B6,B60
591879968,R,5,P,P8,P80
272891297,R,5,K,K3,K36
592569079,R,7,W,W7,W70
263189428,R,7,S,S5,S50
590624407,R,5,O,O4,O41
237098114,R,4,F,F2,F21
591298881,R,2,B,B2,B20
221838364,S,5,O,O2,O20
200332375,R,2,B,B2,B29
208488713,R,12,E,E2,E21
592108057,R,12,E,E2,E22
593048717,R,7,T,T3,T30
591545990,R,5,P,P4,P40
650406381,R,5,L,L8,L80
591850843,S,5,P,P0,P11
592729694,R,5,L,L4,L41
591566799,R,5,O,O2,O23
800423130,R,5,L,L2,L20
593018477,S,4,E,E2,E20
591953357,R,5,P,P7,P75
463480340,R,4,F,F2,F20
592114359,R,5,I,I7,I71
592216675,R,4,E,E6,E61
237113194,R,7,T,T3,T31
264032979,R,5,P,P3,P32
590638517,R,5,P,P2,P27
591700361,R,5,P,P7,P73
592766054,R,5,L,L2,L21
590898901,R,12,E,E2,E22
591309186,R,5,P,P2,P20
592763359,R,1,A,A5,A52
592509116,S,5,L,L2,L20
592935116,R,5,P,P8,P85
593647540,R,5,L,L5,L50
593753517,R,5,P,P2,P26
591113963,R,11,B,B4,B42
237208280,R,4,E,E3,E32
592688253,S,2,B,B0,B11
593213941,R,7,W,W4,W40
591232760,R,2,B,B2,B20
591882749,R,5,I,I8,I80
264019887,R,7,T,T2,T20
591665523,R,5,P,P2,P22
593153549,R,4,F,F3,F30
237134974,S,4,E,E2,E20
591939655,R,3,D,D2,D20
591225173,R,5,I,I8,I80
593679477,S,1,A,A0,A11
596215748,R,5,I,I8,I80
593167649,S,4,E,E7,E70
261546331,R,8,X,X3,X30
591148710,S,8,X,X2,X20
593571798,S,2,B,B0,B05
592650464,R,12,E,E2,E21
237244302,R,4,F,F3,F33
592625297,S,5,P,P8,P81
591792958,R,4,E,E3,E30
592774423,R,7,T,T7,T70
593238148,R,1,A,A2,A20
590675143,R,12,E,E2,E22
474302882,R,2,B,B9,B90
593679509,S,2,B,B2,B20
237199063,R,6,Q,Q3,Q33
465182138,R,2,B,B8,B82
237366423,R,1,A,A8,A82
596014943,R,3,D,D2,D20
591931148,R,5,P,P7,P75
590760212,R,5,O,O4,O42
590756643,R,7,U,U9,U99
200487215,R,5,L,L2,L20
591618413,R,5,P,P2,P27
650950292,S,3,D,D2,D20
650326534,S,5,L,L2,L20
591391249,R,5,K,K3,K34
310999051,R,5,N,N6,N67
591432136,R,4,F,F6,F60
202901560,R,5,L,L2,L20
591453706,R,5,P,P7,P75
591011392,R,5,P,P8,P80
592693318,R,5,P,P4,P46
650889322,R,5,P,P2,P20
592057436,R,6,Q,Q3,Q33
591522614,R,5,P,P8,P81
237363275,R,5,O,O2,O22
592115288,S,5,P,P2,P27
650108304,R,5,O,O5,O50
202901940,R,5,L,L9,L99
200345249,R,3,C,C3,C30
592320858,S,2,B,B0,B12
650364819,R,5,P,P8,P81
237089047,R,1,A,A6,A6A
651067095,R,2,B,B2,B29
593178628,R,8,X,X2,X20
237033822,S,2,B,B4,B40
591741286,R,4,E,E3,E30
591300982,R,4,F,F3,F33
593359547,R,8,X,X8,X82
202796863,R,5,I,I6,I60
591101989,R,5,P,P6,P60
237303117,R,5,I,I2,I21
591675284,R,4,F,F9,F99
593614241,R,5,P,P2,P20
593331399,R,5,P,P8,P81
591160221,R,5,P,P8,P81
593216270,R,12,E,E2,E21
550799729,R,4,E,E3,E32
593646549,S,2,B,B2,B20
364354882,R,5,P,P3,P32
300337745,R,5,N,N7,N70
591022050,R,1,A,A5,A50
593496645,R,7,T,T9,T99
590976866,R,4,F,F3,F31
593391587,R,5,J,J2,J20
237026771,R,4,H,H9,H99
593284968,R,5,P,P2,P27
590936101,R,11,B,B4,B43
593149293,R,12,E,E2,E22
581726305,S,1,A,A6,A61
582149128,R,12,E,E2,E22
580593438,R,11,B,B4,B43
237412434,R,5,P,P8,P81
580622971,R,5,P,P7,P73
582624455,R,4,F,F3,F32
582270914,R,3,C,C3,C34
203469281,R,5,I,I8,I80
582273893,R,7,S,S2,S21
581674696,R,5,L,L2,L20
237066010,S,2,B,B0,B11
262741240,R,5,J,J3,J32
582484086,R,5,K,K3,K31
582400262,R,8,X,X2,X20
581466314,R,2,B,B2,B20
582149978,R,4,E,E6,E60
581720393,R,7,R,R2,R23
264016312,R,1,A,A6,A69
582234133,R,7,U,U4,U40
580952632,R,7,S,S2,S20
580656409,R,2,B,B2,B28
510191008,R,1,A,A8,A82
581683719,R,5,I,I5,I51
581877044,R,1,A,A8,A80
581237907,R,4,F,F4,F42
581630107,R,4,E,E8,E86
580603153,R,11,B,B4,B42
582574649,R,1,A,A6,A62
261838979,R,7,T,T3,T31
586008133,R,7,T,T7,T70
510200062,S,2,B,B0,B03
580965193,R,5,P,P4,P40
581727604,R,1,A,A9,A99
581945826,R,4,E,E9,E91
582080820,R,5,J,J2,J22
581276804,R,5,O,O2,O22
581290439,R,5,J,J3,J30
581943161,S,7,W,W0,W05
582034725,R,8,X,X2,X20
272508471,R,5,N,N4,N40
580617782,R,5,P,P2,P27
582057721,R,2,B,B9,B99
582077522,R,4,F,F3,F30
581276804,R,5,O,O2,O22
582557142,S,6,Q,Q2,Q20
272792785,S,2,B,B0,B01
581729544,R,4,E,E9,E90
581728812,R,5,P,P7,P75
581081723,R,5,L,L9,L99
202157051,R,5,L,L2,L22
581479212,R,5,P,P4,P40
721526226,R,2,B,B2,B29
582070427,R,7,S,S2,S20
581921094,S,5,P,P0,P02
272814156,R,5,L,L2,L21
383796290,S,2,B,B3,B30
582087265,S,5,N,N6,N60
581314556,R,5,P,P4,P43
208060747,S,5,P,P0,P11
421596185,S,4,E,E0,E12
581295754,R,4,E,E8,E86
582254017,R,8,X,X2,X20
621855171,R,5,L,L2,L21
205478525,R,8,X,X2,X21
581948807,S,2,B,B4,B42
581306896,S,2,B,B4,B40
582082943,R,7,S,S5,S50
581924605,S,4,E,E2,E20
580632081,R,5,P,P3,P32
311603765,R,6,Q,Q2,Q22
311486065,R,5,I,I7,I72
383796290,S,2,B,B3,B30
580568686,R,2,B,B9,B99
453723342,R,12,E,E2,E21
582189638,R,4,E,E9,E91
431733736,S,5,O,O0,O12
581857346,R,4,H,H9,H99
562324754,R,5,P,P7,P75
581399264,R,2,B,B8,B82
431733736,S,5,O,O0,O12
580909393,R,5,L,L2,L22
582509728,R,4,E,E8,E86
581416841,R,5,P,P7,P75
270748749,R,6,Q,Q3,Q35
581795694,R,5,L,L2,L20
582051970,R,8,X,X3,X30
521821935,S,6,Q,Q2,Q23
581854962,R,5,I,I8,I80
431952017,S,8,X,X2,X20
237320363,S,2,B,B0,B11
586055218,R,1,A,A5,A51
626042543,R,2,B,B8,B83
582624570,R,11,B,B4,B40
581375074,S,4,E,E9,E91
580593428,R,5,P,P7,P73
237332373,S,2,B,B0,B11
582355072,R,5,P,P8,P80
581338038,R,4,E,E3,E32
331040813,R,5,N,N6,N64
205211304,R,2,B,B2,B20
582198618,R,1,A,A2,A23
580593442,R,5,P,P2,P27
451347194,R,2,B,B2,B29
581247134,R,4,F,F6,F60
581168874,R,5,P,P8,P86
582537795,S,2,B,B0,B19
582045112,R,5,P,P2,P20
470897591,R,4,G,G3,G32
582632544,R,8,X,X2,X20
561129587,R,1,A,A9,A99
581376648,R,5,K,K3,K31
581021791,R,7,T,T7,T70
330686464,R,8,X,X2,X21
202873962,R,5,P,P7,P75
582631622,R,5,L,L2,L22
581483100,S,3,C,C2,C20
202404443,R,7,R,R2,R20
581849665,R,4,G,G9,G92
581164034,R,2,B,B2,B24
580566250,R,4,E,E9,E92
580566250,R,4,E,E9,E92
581175625,R,4,H,H2,H20
581341679,R,4,G,G5,G51
581844142,R,4,G,G4,G41
205704991,R,5,J,J4,J40
202404443,R,7,R,R2,R20
462176788,S,7,T,T0,T12
581748786,R,8,X,X2,X20
581535414,R,5,L,L2,L20
223462354,R,1,A,A2,A23
581948370,R,5,P,P8,P81
581966866,R,4,E,E7,E70
581825259,R,11,B,B4,B43
581054331,R,5,P,P4,P40
113723114,R,5,J,J4,J40
581341100,R,7,S,S4,S41
581026695,R,7,S,S3,S32
311616463,S,5,L,L2,L22
270564258,R,2,B,B8,B82
581847107,R,5,J,J3,J30
135562976,R,5,O,O2,O23
582389721,R,7,T,T3,T31
581592875,R,2,B,B2,B28
581519870,R,5,L,L2,L22
581959421,S,3,C,C0,C11
582191462,R,5,L,L2,L21
300756795,S,2,B,B0,B11
581675299,R,5,L,L4,L41
581053728,R,2,B,B6,B60
461344768,R,7,R,R2,R20
581874451,R,5,N,N6,N64
263990559,R,7,W,W7,W70
581484540,R,2,B,B2,B28
582410129,R,2,B,B2,B20
582480934,R,5,P,P2,P20
581912923,S,2,B,B9,B90
202873916,R,5,P,P7,P75
262037695,R,12,E,E2,E20
580603146,R,7,U,U2,U20
582010185,R,4,F,F2,F22
582425381,R,1,A,A2,A20
581850632,R,5,I,I8,I80
581137332,S,2,B,B0,B03
581676758,S,5,I,I8,I80
621062837,S,2,B,B0,B03
586043294,S,2,B,B4,B40
581968100,R,5,L,L8,L82
800785628,S,8,X,X0,X12
582582973,S,2,B,B0,B11
581869105,R,5,L,L2,L20
260813637,R,1,A,A5,A50
586028607,R,1,A,A5,A56
581846592,R,5,L,L2,L24
582000645,R,5,P,P4,P46
580973055,R,4,G,G8,G80
581666561,R,2,B,B2,B21
582235391,R,5,P,P8,P82
510141601,R,12,E,E2,E24
272951594,R,2,B,B2,B29
582449646,R,5,O,O5,O50
264096600,S,3,C,C0,C03
580586001,R,4,E,E9,E91
582488308,S,7,W,W2,W20
135562388,S,2,B,B2,B20
582065576,R,5,L,L2,L22
581837117,R,5,P,P6,P60
582587017,S,2,B,B0,B11
581824440,R,5,P,P8,P80
581827811,R,7,S,S2,S20
582418093,R,5,P,P7,P70
582644893,S,2,B,B0,B11
580671327,R,7,T,T7,T70
580830633,R,8,X,X2,X21
581428562,R,5,P,P7,P75
362586390,R,6,Q,Q3,Q39
586000498,R,12,E,E2,E22
582314421,R,5,P,P4,P46
582598986,R,3,C,C3,C34
581911751,R,12,E,E2,E22
581428562,R,5,P,P7,P75
581131736,R,5,P,P8,P82
582639942,R,4,E,E3,E30
581686803,R,4,F,F2,F21
580917609,R,5,P,P7,P75
581662180,R,5,P,P7,P73
581077259,S,2,B,B0,B01
582106879,S,2,B,B3,B30
450478716,R,5,P,P2,P20
264335907,R,5,P,P3,P30
581728814,R,5,P,P8,P81
580898309,R,8,X,X2,X20
455209297,R,7,W,W7,W70
581610318,R,7,T,T3,T31
580974656,R,5,P,P2,P20
586011393,R,7,T,T7,T70
581622732,R,5,P,P8,P80
581098001,R,5,L,L2,L25
582058853,R,4,E,E3,E32
582058853,R,4,E,E3,E32
581031697,R,5,J,J3,J30
263941348,R,4,E,E6,E62
711045290,R,12,E,E2,E20
711045299,R,12,E,E2,E21
580687548,R,5,P,P8,P82
581192477,R,7,S,S8,S80
582433043,R,5,L,L2,L20
581917053,R,4,E,E5,E50
205746618,R,7,R,R3,R30
581394645,R,4,E,E3,E30
311534813,R,5,N,N7,N70
586042894,R,1,A,A5,A51
580647764,R,4,F,F3,F31
581287158,R,4,F,F3,F30
586035822,R,5,J,J3,J32
582305233,R,1,A,A6,A61
582123670,R,3,C,C3,C34
581543388,R,5,P,P4,P40
580655369,R,12,E,E2,E22
581733602,R,7,T,T9,T90
237079603,R,4,E,E3,E30
582132383,R,5,P,P8,P82
580610382,R,5,O,O2,O21
311591242,R,7,S,S2,S22
263416729,R,5,N,N5,N52
582184345,R,7,T,T3,T31
580975667,R,7,S,S2,S20
580706796,S,2,B,B5,B50
237434499,R,11,B,B4,B42
581651611,R,5,P,P4,P40
311684970,R,4,H,H9,H90
581804007,R,5,M,M2,M24
586001667,R,12,E,E2,E22
263975185,R,12,E,E2,E20
580644897,R,11,B,B4,B43
581376434,R,4,E,E9,E90
582426833,R,5,O,O2,O23
580566255,R,5,P,P2,P27
582513901,R,12,E,E2,E22
581413499,R,4,F,F3,F32
581124234,R,5,J,J3,J30
586025393,R,12,E,E2,E22
452735005,R,4,E,E6,E62
201376389,S,4,E,E0,E11
582412386,R,2,B,B9,B90
990118043,R,4,F,F2,F20
990230341,R,5,P,P4,P40
452037703,S,2,B,B0,B12
990277983,S,2,B,B0,B11
990242050,R,5,P,P7,P74
990350129,R,5,P,P8,P82
990293418,R,4,F,F2,F22
990222784,R,4,E,E3,E32
990115515,R,4,E,E3,E30
990260423,R,12,E,E2,E22
990107330,R,12,E,E2,E22
990268275,R,4,E,E3,E31
990109908,R,1,A,A2,A23
990103922,R,5,P,P8,P81
990075235,R,4,E,E5,E50
990275429,R,1,A,A3,A32
237367665,R,5,P,P7,P71
990293514,R,1,A,A3,A32
990073534,R,5,P,P2,P27
990074140,R,5,P,P2,P28
237365077,R,5,P,P2,P20
412201519,R,4,E,E7,E70
990073514,R,2,B,B2,B20
990279789,S,2,B,B0,B05
202645489,R,5,P,P8,P85
990280373,R,1,A,A3,A31
990119678,R,5,P,P4,P40
990163014,R,1,A,A6,A63
990118209,R,5,P,P2,P20
990141008,R,2,B,B2,B28
364671116,R,3,C,C3,C30
943274865,R,2,B,B8,B80
990325532,R,5,L,L2,L21
990073547,R,5,P,P2,P20
990299264,R,4,E,E7,E70
200298040,S,5,I,I6,I60
205552831,R,3,C,C2,C27
990229658,R,1,A,A6,A65
272294683,R,1,A,A3,A32
990333370,R,1,A,A3,A30
237067376,S,2,B,B9,B90
990161603,R,6,Q,Q2,Q20
990218752,S,6,Q,Q2,Q20
996001264,R,5,J,J3,J32
990213594,R,4,E,E8,E86
271503838,R,1,A,A2,A23
990305884,R,5,P,P8,P84
272831637,R,4,G,G4,G41
990073494,R,7,T,T7,T70
990207024,R,5,I,I8,I83
990235218,R,5,P,P4,P43
237057714,S,3,D,D5,D50
990174100,R,5,P,P8,P82
990146306,R,4,F,F2,F22
990325194,R,4,E,E8,E80
990327623,R,5,L,L2,L21
990241416,R,4,F,F9,F99
990280498,S,5,P,P3,P30
237449195,R,7,W,W3,W30
760717301,S,2,B,B2,B20
990256147,R,1,A,A2,A23
990281185,R,8,X,X9,X90
990308587,R,7,S,S3,S30
996005407,R,5,O,O2,O23
990194501,R,1,A,A8,A80
990208246,R,3,C,C6,C60
990197758,R,1,A,A6,A6A
990151174,R,2,B,B2,B24
990326099,R,4,E,E3,E30
990112851,R,5,P,P2,P20
990231581,R,7,S,S3,S30
990298721,R,5,L,L2,L22
990260914,R,4,G,G8,G81
900819688,R,5,N,N3,N32
990089250,R,3,D,D2,D20
990073504,R,5,P,P2,P27
990317431,R,5,K,K3,K31
990302883,R,4,E,E9,E91
990342126,R,4,F,F2,F22
510548338,R,4,G,G3,G30
990301923,R,5,J,J9,J99
990287193,R,4,E,E7,E70
990301740,R,7,S,S3,S30
510437659,R,4,E,E3,E31
990259857,R,3,C,C5,C50
990208152,R,5,P,P4,P40
205325361,R,5,L,L2,L20
990293044,R,4,F,F3,F30
996009889,R,5,P,P2,P20
990226377,R,7,S,S3,S30
990278397,R,3,C,C3,C30
990205452,R,5,P,P4,P43
