EIN,type.org,two.digit,broad.category,letter,letter1,letter2,s.further,us.state,city.type
841200958,R,20,5,L,L2,L20,NA,TRUE,Metropolitan
521228597,S,01,2,B,B0,B01,B40,TRUE,Metropolitan
742346897,R,80,5,P,P8,P80,NA,TRUE,Metropolitan
840586742,R,22,12,E,E2,E22,NA,TRUE,Rural
840641985,R,82,5,P,P8,P82,NA,TRUE,Metropolitan
840503686,R,70,7,T,T7,T70,NA,TRUE,Metropolitan
840972492,R,42,9,Y,Y4,Y42,NA,TRUE,Metropolitan
742321009,R,20,5,P,P2,P20,NA,TRUE,Metropolitan
742044175,R,70,4,E,E7,E70,NA,TRUE,Metropolitan
840660026,R,65,1,A,A6,A65,NA,TRUE,Rural
840469675,R,32,5,N,N3,N32,NA,TRUE,Rural
273757444,R,32,4,E,E3,E32,NA,TRUE,Metropolitan
841473463,S,02,4,E,E0,E02,E62,TRUE,Metropolitan
840194430,R,90,4,E,E9,E90,NA,TRUE,Metropolitan
742480396,S,11,4,E,E0,E11,NA,TRUE,Metropolitan
841133782,R,99,7,W,W9,W99,NA,TRUE,Rural
846042225,R,68,5,N,N6,N68,NA,TRUE,Rural
742594693,R,30,5,O,O3,O30,NA,TRUE,Rural
840746671,R,51,1,A,A5,A51,NA,TRUE,Rural
846037756,R,82,1,A,A8,A82,NA,TRUE,Rural
237267983,R,25,1,A,A2,A25,NA,TRUE,Rural
840884901,R,34,1,A,A3,A34,NA,TRUE,Rural
841181681,S,11,2,B,B0,B11,NA,TRUE,Rural
742554280,R,20,5,O,O2,O20,NA,TRUE,Rural
841096907,R,21,5,L,L2,L21,NA,TRUE,Rural
841244224,R,30,4,E,E3,E30,NA,TRUE,Rural
841184974,R,80,5,P,P8,P80,NA,TRUE,Metropolitan
840834567,S,11,2,B,B0,B11,NA,TRUE,Metropolitan
271151001,R,29,2,B,B2,B29,NA,TRUE,Metropolitan
840723360,R,50,3,D,D5,D50,NA,TRUE,Metropolitan
841449305,R,31,7,T,T3,T31,NA,TRUE,Metropolitan
840518917,R,32,4,F,F3,F32,NA,TRUE,Metropolitan
840404925,R,27,5,P,P2,P27,NA,TRUE,Metropolitan
841483022,R,22,5,J,J2,J22,NA,TRUE,Metropolitan
841225573,R,34,3,C,C3,C34,NA,TRUE,Metropolitan
840564998,R,92,4,E,E9,E92,NA,TRUE,Metropolitan
841034023,R,54,1,A,A5,A54,NA,TRUE,Rural
841271056,R,31,1,A,A3,A31,NA,TRUE,Rural
742369040,R,30,7,V,V3,V30,NA,TRUE,Rural
742529909,R,60,5,N,N6,N60,NA,TRUE,Metropolitan
742341399,R,30,7,T,T3,T30,NA,TRUE,Metropolitan
841157057,R,21,7,S,S2,S21,NA,TRUE,Metropolitan
840837670,R,80,5,P,P8,P80,NA,TRUE,Metropolitan
742418249,R,80,5,P,P8,P80,NA,TRUE,Metropolitan
840622660,R,31,4,F,F3,F31,NA,TRUE,Metropolitan
840568176,R,82,5,P,P8,P82,NA,TRUE,Metropolitan
840772637,S,02,4,E,E0,E02,E20,TRUE,Metropolitan
840613540,R,30,4,E,E3,E30,NA,TRUE,Metropolitan
841091487,R,20,5,L,L2,L20,NA,TRUE,Metropolitan
223181832,R,86,4,E,E8,E86,NA,TRUE,Metropolitan
222515051,R,30,4,F,F3,F30,NA,TRUE,Metropolitan
900802328,R,20,8,X,X2,X20,NA,TRUE,Metropolitan
270581545,R,84,4,G,G8,G84,NA,TRUE,Metropolitan
352380180,R,31,4,E,E3,E31,NA,TRUE,Metropolitan
237392118,R,20,2,B,B2,B20,NA,TRUE,Metropolitan
453836516,R,92,4,E,E9,E92,NA,TRUE,Metropolitan
311794455,S,03,4,F,F0,F03,NA,TRUE,Metropolitan
383746984,R,20,3,D,D2,D20,NA,TRUE,Metropolitan
222710919,R,86,4,E,E8,E86,NA,TRUE,Metropolitan
223243416,R,60,1,A,A6,A60,NA,TRUE,Metropolitan
223243415,S,11,5,P,P0,P11,P40,TRUE,Metropolitan
204929313,R,66,5,N,N6,N66,NA,TRUE,Metropolitan
223035152,R,21,5,L,L2,L21,NA,TRUE,Metropolitan
133592313,S,12,1,A,A0,A12,NA,TRUE,Metropolitan
371530477,R,20,5,L,L2,L20,NA,TRUE,Metropolitan
222536909,R,41,5,L,L4,L41,NA,TRUE,Metropolitan
200882009,S,01,4,E,E0,E01,E70,TRUE,Metropolitan
237111486,R,26,1,A,A2,A26,NA,TRUE,Metropolitan
203562371,R,99,7,T,T9,T99,NA,TRUE,Metropolitan
237024016,R,30,7,T,T3,T30,NA,TRUE,Metropolitan
112848994,R,82,5,P,P8,P82,NA,TRUE,Metropolitan
222976696,S,05,5,L,L0,L05,L50,TRUE,Metropolitan
521358144,S,05,7,W,W0,W05,W20,TRUE,Metropolitan
201051758,R,40,5,P,P4,P40,NA,TRUE,Metropolitan
450499390,S,11,2,B,B0,B11,NA,TRUE,Metropolitan
542067705,R,60,5,P,P6,P60,NA,TRUE,Metropolitan
510180636,R,22,6,Q,Q2,Q22,NA,NA,Metropolitan
223068632,R,83,4,G,G8,G83,NA,TRUE,Metropolitan
222849122,R,22,7,T,T2,T22,NA,TRUE,Metropolitan
222484567,S,03,4,E,E0,E03,NA,TRUE,Metropolitan
461484114,R,50,5,O,O5,O50,NA,TRUE,Metropolitan
222546080,S,11,4,E,E0,E11,E22,TRUE,Metropolitan
237131298,R,20,3,D,D2,D20,NA,TRUE,Metropolitan
223110244,R,25,2,B,B2,B25,NA,TRUE,Metropolitan
510416899,R,81,5,P,P8,P81,NA,TRUE,Metropolitan
542145297,S,03,2,B,B0,B03,B82,TRUE,Metropolitan
110017051,S,11,4,F,F0,F11,NA,TRUE,Metropolitan
131740015,R,75,5,P,P7,P75,NA,TRUE,Metropolitan
222537187,R,30,5,P,P3,P30,NA,TRUE,Metropolitan
223069277,S,19,4,F,F0,F19,NA,TRUE,Metropolitan
810666655,R,20,2,B,B2,B20,NA,TRUE,Metropolitan
222560254,S,11,4,E,E0,E11,E22,TRUE,Metropolitan
830416893,R,43,4,G,G4,G43,NA,TRUE,Metropolitan
222562827,R,73,5,P,P7,P73,NA,TRUE,Metropolitan
222627346,R,30,4,E,E3,E30,NA,TRUE,Metropolitan
222906547,R,80,2,B,B8,B80,NA,TRUE,Metropolitan
222478707,R,20,2,B,B2,B20,NA,TRUE,Metropolitan
237440891,S,12,4,E,E0,E12,E20,TRUE,Metropolitan
200395748,S,11,4,E,E0,E11,E70,TRUE,Metropolitan
223065847,R,91,4,E,E9,E91,NA,TRUE,Metropolitan
222849124,R,73,5,P,P7,P73,NA,TRUE,Metropolitan
222528400,S,11,4,E,E0,E11,NA,TRUE,Metropolitan
201612161,R,24,7,R,R2,R24,NA,TRUE,Metropolitan
261854785,R,30,7,S,S3,S30,NA,TRUE,Metropolitan
562320868,R,30,7,S,S3,S30,NA,TRUE,Metropolitan
271614835,R,99,2,B,B9,B99,NA,TRUE,Metropolitan
262749756,S,03,4,F,F0,F03,F80,TRUE,Metropolitan
223036666,R,80,4,E,E8,E80,NA,TRUE,Metropolitan
222539005,R,82,5,P,P8,P82,NA,TRUE,Metropolitan
237209074,R,70,2,B,B7,B70,NA,TRUE,Metropolitan
222553028,S,11,4,E,E0,E11,E20,TRUE,Metropolitan
237168334,R,73,5,P,P7,P73,NA,TRUE,Metropolitan
223096914,R,46,5,P,P4,P46,NA,TRUE,Metropolitan
237212022,R,40,5,P,P4,P40,NA,TRUE,Metropolitan
562546632,S,11,4,E,E0,E11,NA,TRUE,Metropolitan
510234401,R,20,5,J,J2,J20,NA,TRUE,Metropolitan
222549908,S,19,7,W,W0,W19,W60,TRUE,Metropolitan
510376650,R,20,5,L,L2,L20,NA,TRUE,Metropolitan
510246178,S,11,2,B,B0,B11,B40,TRUE,Metropolitan
510064344,R,27,5,P,P2,P27,NA,TRUE,Metropolitan
510097026,R,40,5,P,P4,P40,NA,TRUE,Metropolitan
510351863,R,70,4,E,E7,E70,NA,TRUE,Metropolitan
510237909,R,81,5,P,P8,P81,NA,TRUE,Metropolitan
510109178,R,43,11,B,B4,B43,NA,TRUE,Metropolitan
510355145,R,36,5,K,K3,K36,NA,TRUE,Metropolitan
237091103,R,99,2,B,B9,B99,NA,TRUE,Metropolitan
510326869,R,20,5,O,O2,O20,NA,TRUE,Metropolitan
510320494,R,21,5,L,L2,L21,NA,TRUE,Metropolitan
510354794,R,43,5,P,P4,P43,NA,TRUE,Metropolitan
510378138,S,19,2,B,B0,B19,B25,TRUE,Metropolitan
510242942,R,25,1,A,A2,A25,NA,TRUE,Metropolitan
510257372,R,20,7,S,S2,S20,NA,TRUE,Metropolitan
510065746,R,51,1,A,A5,A51,NA,TRUE,Metropolitan
237029073,R,20,5,J,J2,J20,NA,TRUE,Metropolitan
510362299,R,43,7,S,S4,S43,NA,TRUE,Metropolitan
510064311,R,32,5,J,J3,J32,NA,TRUE,Metropolitan
510064306,R,99,2,B,B9,B99,NA,TRUE,Metropolitan
510373101,R,30,7,S,S3,S30,NA,TRUE,Metropolitan
510075162,S,03,4,E,E0,E03,NA,TRUE,Metropolitan
510065733,R,41,5,O,O4,O41,NA,TRUE,Metropolitan
510064319,R,28,5,P,P2,P28,NA,TRUE,Metropolitan
474139743,R,29,2,B,B2,B29,NA,TRUE,Metropolitan
510064307,R,20,3,D,D2,D20,NA,TRUE,Metropolitan
516018321,R,60,3,C,C6,C60,NA,TRUE,Metropolitan
510102403,R,28,5,P,P2,P28,NA,TRUE,Metropolitan
510064304,R,41,4,G,G4,G41,NA,TRUE,Metropolitan
510295186,R,30,4,E,E3,E30,NA,TRUE,Metropolitan
510164850,R,20,5,P,P2,P20,NA,TRUE,Metropolitan
510108498,R,45,5,P,P4,P45,NA,TRUE,Metropolitan
510392247,R,70,1,A,A7,A70,NA,TRUE,Metropolitan
510066725,R,42,4,E,E4,E42,NA,TRUE,Metropolitan
510065747,R,28,5,P,P2,P28,NA,TRUE,Metropolitan
510376406,R,50,5,P,P5,P50,NA,TRUE,Metropolitan
510271546,R,40,5,P,P4,P40,NA,TRUE,Metropolitan
464078393,R,20,3,D,D2,D20,NA,TRUE,Metropolitan
516000297,R,43,11,B,B4,B43,NA,TRUE,Metropolitan
510066741,R,21,2,B,B2,B21,NA,TRUE,Metropolitan
510230538,R,28,5,P,P2,P28,NA,TRUE,Metropolitan
222792474,R,50,7,S,S5,S50,NA,TRUE,Metropolitan
510096130,R,33,5,P,P3,P33,NA,TRUE,Metropolitan
516000158,R,83,5,I,I8,I83,NA,TRUE,Metropolitan
510331975,S,11,2,B,B0,B11,B43,TRUE,Metropolitan
510071906,R,32,4,F,F3,F32,NA,TRUE,Metropolitan
510319455,S,11,4,E,E0,E11,E20,TRUE,Metropolitan
510113062,R,20,5,P,P2,P20,NA,TRUE,Metropolitan
522067308,R,20,7,W,W2,W20,NA,TRUE,Metropolitan
510112599,R,81,5,P,P8,P81,NA,TRUE,Metropolitan
311606956,R,84,5,P,P8,P84,NA,TRUE,Metropolitan
521636891,R,60,2,B,B6,B60,NA,TRUE,Metropolitan
520986312,R,30,7,S,S3,S30,NA,TRUE,Metropolitan
530196554,R,80,5,P,P8,P80,NA,TRUE,Metropolitan
521096874,R,20,5,K,K2,K20,NA,TRUE,Metropolitan
237046811,R,20,7,W,W2,W20,NA,TRUE,Metropolitan
522148028,R,70,2,B,B7,B70,NA,TRUE,Metropolitan
522235376,R,40,7,T,T4,T40,NA,TRUE,Metropolitan
521238142,R,30,6,Q,Q3,Q30,NA,TRUE,Metropolitan
521769464,R,20,3,D,D2,D20,NA,TRUE,Metropolitan
522086855,S,03,5,I,I0,I03,I60,TRUE,Metropolitan
274735172,R,30,5,O,O3,O30,NA,TRUE,Metropolitan
521784938,R,20,7,R,R2,R20,NA,TRUE,Metropolitan
521435310,R,20,5,J,J2,J20,NA,TRUE,Metropolitan
520976257,R,92,2,B,B9,B92,NA,TRUE,Metropolitan
526054269,R,6B,1,A,A6,A6B,NA,TRUE,Metropolitan
521892964,S,19,7,U,U0,U19,U21,TRUE,Metropolitan
131656647,R,70,6,Q,Q7,Q70,NA,TRUE,Metropolitan
455389681,R,40,7,R,R4,R40,NA,TRUE,Metropolitan
521297949,R,20,7,R,R2,R20,NA,TRUE,Metropolitan
521639499,R,33,5,P,P3,P33,NA,TRUE,Metropolitan
271661221,R,99,7,W,W9,W99,NA,TRUE,Metropolitan
530204654,S,03,7,W,W0,W03,W20,TRUE,Metropolitan
203903427,R,20,7,W,W2,W20,NA,TRUE,Metropolitan
310686464,S,03,2,B,B0,B03,B94,TRUE,Metropolitan
562315445,R,42,4,G,G4,G42,NA,TRUE,Metropolitan
521730021,R,99,2,B,B9,B99,NA,TRUE,Metropolitan
521481008,S,11,2,B,B0,B11,B70,TRUE,Metropolitan
521067256,R,20,6,Q,Q2,Q20,NA,TRUE,Metropolitan
720921017,S,05,7,W,W0,W05,NA,TRUE,Metropolitan
521095105,R,60,4,F,F6,F60,NA,TRUE,Metropolitan
522330646,S,11,2,B,B0,B11,NA,TRUE,Metropolitan
520902868,R,42,5,M,M4,M42,NA,TRUE,Metropolitan
521054102,R,41,5,L,L4,L41,NA,TRUE,Metropolitan
521901842,R,26,7,R,R2,R26,NA,TRUE,Metropolitan
521953149,R,31,7,T,T3,T31,NA,TRUE,Metropolitan
522296291,S,05,4,F,F0,F05,F20,TRUE,Metropolitan
526070337,R,99,7,T,T9,T99,NA,TRUE,Metropolitan
521759052,R,99,1,A,A9,A99,NA,TRUE,Metropolitan
520971440,R,84,5,P,P8,P84,NA,TRUE,Metropolitan
522192070,S,01,3,C,C0,C01,NA,TRUE,Metropolitan
541527192,R,81,7,S,S8,S81,NA,TRUE,Metropolitan
521021004,R,42,5,M,M4,M42,NA,TRUE,Metropolitan
530196572,S,03,7,U,U0,U03,U33,TRUE,Metropolitan
530196583,R,43,11,B,B4,B43,NA,TRUE,Metropolitan
237059731,S,01,6,Q,Q0,Q01,Q41,TRUE,Metropolitan
237366110,R,80,1,A,A8,A80,NA,TRUE,Metropolitan
274701474,S,03,2,B,B0,B03,NA,TRUE,Metropolitan
526037388,R,82,2,B,B8,B82,NA,TRUE,Metropolitan
743091832,R,20,5,P,P2,P20,NA,TRUE,Metropolitan
271824650,R,20,7,S,S2,S20,NA,TRUE,Metropolitan
522125047,R,70,1,A,A7,A70,NA,TRUE,Metropolitan
620913689,S,03,1,A,A0,A03,A20,TRUE,Metropolitan
454103655,S,12,5,P,P0,P12,NA,TRUE,Metropolitan
205494704,R,50,7,T,T5,T50,NA,TRUE,Metropolitan
200102713,S,05,5,I,I0,I05,I80,TRUE,Metropolitan
260257647,R,22,5,J,J2,J22,NA,TRUE,Metropolitan
521241780,S,03,2,B,B0,B03,NA,TRUE,Metropolitan
530196615,R,99,4,H,H9,H99,NA,TRUE,Metropolitan
530196627,R,80,1,A,A8,A80,NA,TRUE,Metropolitan
521943698,R,20,7,W,W2,W20,NA,TRUE,Metropolitan
521160561,R,22,7,R,R2,R22,NA,TRUE,Metropolitan
953927141,S,03,1,A,A0,A03,A30,TRUE,Metropolitan
743093659,S,05,7,W,W0,W05,NA,TRUE,Metropolitan
363895800,R,51,6,Q,Q5,Q51,NA,TRUE,Metropolitan
521702822,S,05,7,W,W0,W05,NA,TRUE,Metropolitan
530239013,R,40,7,R,R4,R40,NA,TRUE,Metropolitan
541853311,R,40,6,Q,Q4,Q40,NA,TRUE,Metropolitan
561834887,R,30,5,P,P3,P30,NA,TRUE,Metropolitan
526748287,S,12,2,B,B0,B12,B43,TRUE,Metropolitan
530260530,R,69,5,N,N6,N69,NA,TRUE,Metropolitan
520818450,R,99,2,B,B9,B99,NA,TRUE,Metropolitan
132508249,R,99,4,H,H9,H99,NA,TRUE,Metropolitan
522153746,R,84,1,A,A8,A84,NA,TRUE,Metropolitan
521394900,R,30,5,P,P3,P30,NA,TRUE,Metropolitan
362340300,S,05,7,W,W0,W05,W20,TRUE,Metropolitan
521252206,S,19,7,W,W0,W19,NA,TRUE,Metropolitan
521323610,S,05,7,U,U0,U05,NA,TRUE,Metropolitan
311669930,S,03,2,B,B0,B03,NA,TRUE,Metropolitan
530184647,S,05,8,X,X0,X05,X20,TRUE,Metropolitan
530196523,R,30,7,U,U3,U30,NA,TRUE,Metropolitan
264381874,R,80,1,A,A8,A80,NA,TRUE,Metropolitan
520967608,R,72,5,N,N7,N72,NA,TRUE,Metropolitan
521870003,R,84,2,B,B8,B84,NA,TRUE,Metropolitan
530196602,R,22,12,E,E2,E22,NA,TRUE,Metropolitan
262012436,R,32,4,F,F3,F32,NA,TRUE,Metropolitan
300117990,R,24,2,B,B2,B24,NA,TRUE,Metropolitan
521114225,R,22,7,R,R2,R22,NA,TRUE,Metropolitan
232062595,S,03,1,A,A0,A03,NA,TRUE,Metropolitan
592364093,S,02,7,W,W0,W02,W20,TRUE,Metropolitan
204365831,R,99,7,T,T9,T99,NA,TRUE,Metropolitan
520794368,R,23,5,I,I2,I23,NA,TRUE,Metropolitan
300145807,S,01,6,Q,Q0,Q01,NA,TRUE,Metropolitan
521676306,R,22,4,F,F2,F22,NA,TRUE,Metropolitan
530208180,R,99,5,L,L9,L99,NA,TRUE,Metropolitan
461478497,R,20,5,L,L2,L20,NA,TRUE,Metropolitan
520808480,S,11,2,B,B0,B11,NA,TRUE,Metropolitan
521700932,S,03,3,C,C0,C03,NA,TRUE,Metropolitan
271494284,S,11,2,B,B0,B11,NA,TRUE,Metropolitan
237058046,R,82,2,B,B8,B82,NA,TRUE,Metropolitan
522106206,R,84,5,P,P8,P84,NA,TRUE,Metropolitan
205150809,R,81,5,P,P8,P81,NA,TRUE,Metropolitan
530204666,S,03,2,B,B0,B03,NA,TRUE,Metropolitan
134087914,R,30,7,R,R3,R30,NA,TRUE,Metropolitan
463819394,S,05,5,I,I0,I05,I80,TRUE,Metropolitan
237377193,R,42,4,F,F4,F42,NA,TRUE,Metropolitan
132626135,R,32,6,Q,Q3,Q32,NA,TRUE,Metropolitan
200798736,R,20,5,J,J2,J20,NA,TRUE,Metropolitan
530246852,R,75,5,P,P7,P75,NA,TRUE,Metropolitan
311572726,R,51,5,P,P5,P51,NA,TRUE,Metropolitan
520906685,R,43,5,I,I4,I43,NA,TRUE,Metropolitan
943177380,R,26,7,R,R2,R26,NA,TRUE,Metropolitan
272481956,R,30,5,P,P3,P30,NA,TRUE,Metropolitan
521185005,S,01,7,R,R0,R01,R24,TRUE,Metropolitan
840782569,R,41,7,S,S4,S41,NA,TRUE,Metropolitan
521942257,R,21,5,I,I2,I21,NA,TRUE,Metropolitan
522351337,R,30,6,Q,Q3,Q30,NA,TRUE,Metropolitan
237268394,R,30,9,Y,Y3,Y30,NA,TRUE,Metropolitan
510334407,R,70,7,T,T7,T70,NA,TRUE,Metropolitan
522180378,S,03,2,B,B0,B03,NA,TRUE,Metropolitan
593819154,S,03,2,B,B0,B03,NA,TRUE,Metropolitan
208530747,R,33,6,Q,Q3,Q33,NA,TRUE,Metropolitan
521431622,R,70,1,A,A7,A70,NA,TRUE,Metropolitan
522283361,R,41,7,S,S4,S41,NA,TRUE,Metropolitan
311808637,S,11,5,L,L0,L11,NA,TRUE,Metropolitan
272674757,R,23,1,A,A2,A23,NA,TRUE,Metropolitan
133276866,S,03,6,Q,Q0,Q03,Q22,TRUE,Metropolitan
464655147,S,11,2,B,B0,B11,NA,TRUE,Metropolitan
550541323,R,30,3,C,C3,C30,NA,TRUE,Metropolitan
510389878,R,99,2,B,B9,B99,NA,TRUE,Metropolitan
135626343,S,03,7,V,V0,V03,NA,TRUE,Metropolitan
522254430,R,41,6,Q,Q4,Q41,NA,TRUE,Metropolitan
463159251,R,99,5,L,L9,L99,NA,TRUE,Metropolitan
263525897,R,30,6,Q,Q3,Q30,NA,TRUE,Metropolitan
521034058,R,30,4,F,F3,F30,NA,TRUE,Metropolitan
521340267,R,35,6,Q,Q3,Q35,NA,TRUE,Metropolitan
366169577,S,05,5,K,K0,K05,K28,TRUE,Metropolitan
526063291,S,11,2,B,B0,B11,B83,TRUE,Metropolitan
521340436,R,64,5,N,N6,N64,NA,TRUE,Metropolitan
521807403,R,80,5,L,L8,L80,NA,TRUE,Metropolitan
840432950,R,20,3,D,D2,D20,NA,TRUE,Metropolitan
530226282,R,83,2,B,B8,B83,NA,TRUE,Metropolitan
208832485,R,99,7,R,R9,R99,NA,TRUE,Metropolitan
262333511,R,80,7,W,W8,W80,NA,TRUE,Metropolitan
521822816,R,41,7,S,S4,S41,NA,TRUE,Metropolitan
522302253,R,43,6,Q,Q4,Q43,NA,TRUE,Metropolitan
521067541,R,35,7,V,V3,V35,NA,TRUE,Metropolitan
263774888,R,40,6,Q,Q4,Q40,NA,TRUE,Metropolitan
363832940,S,03,3,C,C0,C03,C30,TRUE,Metropolitan
541442466,S,12,5,L,L0,L12,L21,TRUE,Metropolitan
521749216,R,20,7,S,S2,S20,NA,TRUE,Metropolitan
521842738,R,21,7,S,S2,S21,NA,TRUE,Metropolitan
521999196,R,20,7,S,S2,S20,NA,TRUE,Metropolitan
522345895,R,39,6,Q,Q3,Q39,NA,TRUE,Metropolitan
522166507,R,20,7,S,S2,S20,NA,TRUE,Metropolitan
541752058,S,01,4,E,E0,E01,E21,TRUE,Metropolitan
521081024,R,50,7,T,T5,T50,NA,TRUE,Metropolitan
522358563,R,61,1,A,A6,A61,NA,TRUE,Metropolitan
522013526,R,20,7,S,S2,S20,NA,TRUE,Metropolitan
237391796,S,05,7,W,W0,W05,NA,TRUE,Metropolitan
222520938,S,03,5,I,I0,I03,I21,TRUE,Metropolitan
526057767,R,23,1,A,A2,A23,NA,TRUE,Metropolitan
251601135,R,20,6,Q,Q2,Q20,NA,TRUE,Metropolitan
237087039,R,20,7,W,W2,W20,NA,TRUE,Metropolitan
521898999,R,60,2,B,B6,B60,NA,TRUE,Metropolitan
521446207,R,70,6,Q,Q7,Q70,NA,TRUE,Metropolitan
311705363,R,24,7,W,W2,W24,NA,TRUE,Metropolitan
237333380,S,03,4,E,E0,E03,NA,TRUE,Metropolitan
260159736,R,21,7,S,S2,S21,NA,TRUE,Metropolitan
521130140,S,05,5,I,I0,I05,I50,TRUE,Metropolitan
237447365,S,01,3,D,D0,D01,D30,TRUE,Metropolitan
300220874,R,35,6,Q,Q3,Q35,NA,TRUE,Metropolitan
522133517,S,11,2,B,B0,B11,NA,TRUE,Metropolitan
521679470,R,21,7,S,S2,S21,NA,TRUE,Metropolitan
521484469,R,82,2,B,B8,B82,NA,TRUE,Metropolitan
200198556,R,33,5,P,P3,P33,NA,TRUE,Metropolitan
526064549,R,82,1,A,A8,A82,NA,TRUE,Metropolitan
465308134,S,11,2,B,B0,B11,NA,TRUE,Metropolitan
521706059,S,12,5,P,P0,P12,NA,TRUE,Metropolitan
521249353,S,05,6,Q,Q0,Q05,Q50,TRUE,Metropolitan
530220900,S,05,3,C,C0,C05,C30,TRUE,Metropolitan
900885216,R,99,5,K,K9,K99,NA,TRUE,Metropolitan
526082922,S,03,7,W,W0,W03,NA,TRUE,Metropolitan
521973408,R,71,5,I,I7,I71,NA,TRUE,Metropolitan
261971279,R,30,7,W,W3,W30,NA,TRUE,Metropolitan
133271855,R,50,4,G,G5,G50,NA,TRUE,Metropolitan
521071828,R,50,9,Y,Y5,Y50,NA,TRUE,Metropolitan
522337019,S,05,4,E,E0,E05,E70,TRUE,Metropolitan
540732966,R,42,5,O,O4,O42,NA,TRUE,Metropolitan
208429202,S,05,4,E,E0,E05,NA,TRUE,Metropolitan
521844823,R,80,2,B,B8,B80,NA,TRUE,Metropolitan
462216565,R,20,7,R,R2,R20,NA,TRUE,Metropolitan
521849282,S,11,2,B,B0,B11,NA,TRUE,Metropolitan
203149168,R,21,5,L,L2,L21,NA,TRUE,Metropolitan
521194012,R,30,5,P,P3,P30,NA,TRUE,Metropolitan
521197647,R,20,7,S,S2,S20,NA,TRUE,Metropolitan
521089824,S,03,5,L,L0,L03,L50,TRUE,Metropolitan
262702387,R,20,5,P,P2,P20,NA,TRUE,Metropolitan
530214030,R,25,7,V,V2,V25,NA,TRUE,Metropolitan
522268398,S,11,7,T,T0,T11,NA,TRUE,Metropolitan
522022113,S,12,6,Q,Q0,Q12,Q30,TRUE,Metropolitan
522102012,R,80,5,P,P8,P80,NA,TRUE,Metropolitan
521772575,R,61,7,R,R6,R61,NA,TRUE,Metropolitan
530196644,R,87,5,P,P8,P87,NA,TRUE,Metropolitan
271363108,S,05,3,C,C0,C05,NA,TRUE,Metropolitan
522065422,R,80,4,G,G8,G80,NA,TRUE,Metropolitan
521231772,R,62,7,R,R6,R62,NA,TRUE,Metropolitan
521675958,R,20,5,L,L2,L20,NA,TRUE,Metropolitan
300019501,R,32,1,A,A3,A32,NA,TRUE,Metropolitan
363820023,S,12,6,Q,Q0,Q12,Q30,TRUE,Metropolitan
261270198,S,01,4,G,G0,G01,G84,TRUE,Metropolitan
521257057,S,05,6,Q,Q0,Q05,Q38,TRUE,Metropolitan
270201126,R,35,3,C,C3,C35,NA,TRUE,Metropolitan
520811461,R,31,6,Q,Q3,Q31,NA,TRUE,Metropolitan
237122879,S,05,5,K,K0,K05,K40,TRUE,Metropolitan
391131995,S,03,1,A,A0,A03,A60,TRUE,Metropolitan
262222079,R,23,1,A,A2,A23,NA,TRUE,Metropolitan
272322782,R,70,6,Q,Q7,Q70,NA,TRUE,Metropolitan
522298284,R,82,2,B,B8,B82,NA,TRUE,Metropolitan
134358477,S,11,7,W,W0,W11,W30,TRUE,Metropolitan
366103388,R,41,7,S,S4,S41,NA,TRUE,Metropolitan
520910609,R,20,5,P,P2,P20,NA,TRUE,Metropolitan
521594479,R,20,5,J,J2,J20,NA,TRUE,Metropolitan
870745629,R,30,3,C,C3,C30,NA,TRUE,Metropolitan
522265744,R,29,2,B,B2,B29,NA,TRUE,Metropolitan
237305963,S,01,3,C,C0,C01,C30,TRUE,Metropolitan
581431113,R,20,6,Q,Q2,Q20,NA,TRUE,Metropolitan
521100361,R,61,7,R,R6,R61,NA,TRUE,Metropolitan
260551428,S,11,1,A,A0,A11,NA,TRUE,Metropolitan
205879279,R,68,1,A,A6,A68,NA,TRUE,Metropolitan
530183181,R,30,3,D,D3,D30,NA,TRUE,Metropolitan
522159591,R,85,5,P,P8,P85,NA,TRUE,Metropolitan
520908178,R,30,5,P,P3,P30,NA,TRUE,Metropolitan
237044533,R,99,5,J,J9,J99,NA,TRUE,Metropolitan
204497716,R,29,2,B,B2,B29,NA,TRUE,Metropolitan
953313195,S,12,3,C,C0,C12,C30,TRUE,Metropolitan
522084049,R,20,2,B,B2,B20,NA,TRUE,Metropolitan
262426166,R,40,5,J,J4,J40,NA,TRUE,Metropolitan
830211970,S,03,2,B,B0,B03,B82,TRUE,Metropolitan
520749685,R,80,1,A,A8,A80,NA,TRUE,Metropolitan
521935342,R,30,3,C,C3,C30,NA,TRUE,Metropolitan
131641066,R,28,7,R,R2,R28,NA,TRUE,Metropolitan
261607955,S,11,2,B,B0,B11,NA,TRUE,Metropolitan
521780405,R,99,4,E,E9,E99,NA,TRUE,Metropolitan
530204693,R,81,5,P,P8,P81,NA,TRUE,Metropolitan
770646756,R,20,7,R,R2,R20,NA,TRUE,Metropolitan
521529467,S,12,5,M,M0,M12,NA,TRUE,Metropolitan
521064398,R,50,4,H,H5,H50,NA,TRUE,Metropolitan
521665643,R,28,2,B,B2,B28,NA,TRUE,Metropolitan
521826242,R,31,6,Q,Q3,Q31,NA,TRUE,Metropolitan
526059096,R,20,6,Q,Q2,Q20,NA,TRUE,Metropolitan
521835268,S,02,7,R,R0,R02,R26,TRUE,Metropolitan
521072223,S,02,3,C,C0,C02,C20,TRUE,Metropolitan
521996156,S,05,1,A,A0,A05,A34,TRUE,Metropolitan
