EIN,FormYr,FormType,Name,State,MajorGroup,NTEE,NTEE.CC,UNIV,HOSP,TotalExpense,TotalEmployee,GrossReceipts,TotalAssests,CEOCompensation,Gender,TransitionYr,TRANS.D,ZIP5,RUCA,LocationType,FIPS
330450141,2018,990,THE SALVATION ARMY WAHIAWA RESIDENCES INC,CA,5,P,P24,FALSE,FALSE,781627,6,680844,3600310,90527.23999999999,M,FALSE,TRUE,90804,1.4727195225916454,Metropolitan,06037
860581455,2018,990,THE SALVATION ARMY MESA RESIDENCES,CA,5,L,L20,FALSE,FALSE,954296,6,950882,2381000,90527.23999999999,M,FALSE,TRUE,90802,1.4727195225916454,Metropolitan,06037
237296933,2019,990,DEACONESS - KRAFFT CENTER,CA,5,P,P75,FALSE,FALSE,799632,0,1165311,2423879,657077.1,F,FALSE,TRUE,90815,1.4727195225916454,Metropolitan,06037
951816017,2018,990,GLENDALE ADVENTIST MEDICAL CENTER,CA,4,E,E22,FALSE,TRUE,456465263,3035,483634135,389252059,488815,F,FALSE,TRUE,91206,1.4727195225916454,Metropolitan,06037
951691306,2019,990,ST ANNE'S MATERNITY HOME,CA,5,P,P45,FALSE,FALSE,28761681,642,28482308,28361776,358216.13999999996,F,FALSE,TRUE,90026,1.4727195225916454,Metropolitan,06037
952879339,2017,990,SEARCH TO INVOLVE PILIPINO AMERICANS,CA,7,S,S99,FALSE,FALSE,499119,10,292998,1043933,75333.56,F,FALSE,TRUE,90026,1.4727195225916454,Metropolitan,06037
237036745,2018,990,LOS ANGELES COUNTY USC,CA,4,E,E1170,FALSE,FALSE,1607882,59,2167797,1122819,84187.09999999999,F,FALSE,TRUE,90033,1.4727195225916454,Metropolitan,06037
330457199,2018,990,THE SALVATION ARMY SEATTLE RES INC,CA,5,L,L22,FALSE,FALSE,396347,2,363617,2312325,90527.23999999999,M,FALSE,TRUE,90802,1.4727195225916454,Metropolitan,06037
261906629,2019,990,IOLA FOUNDATION,CA,7,T,T50,FALSE,FALSE,1243672,5,2226570,1507327,174556.22,M,FALSE,TRUE,90046,1.4727195225916454,Metropolitan,06037
132941675,2017,990,CENTRE POMPIDOU FOUNDATION,CA,6,Q,Q21,FALSE,FALSE,3417358,3,5062867,29999215,232052.9,F,FALSE,TRUE,90027,1.4727195225916454,Metropolitan,06037
953510862,2017,990,FOUNDATION FOR PROGRESS,CA,2,B,B21,FALSE,FALSE,875072,11,878662,436070,122514.68,F,FALSE,TRUE,91606,1.4727195225916454,Metropolitan,06037
330960142,2018,990,CENTER FOR LEARNING UNLIMITED,CA,2,B,B20,FALSE,FALSE,1570168,21,1766764,356569,148880.6,F,FALSE,TRUE,90505,1.4727195225916454,Metropolitan,06037
951644589,2017,990,HENRY E HUNTINGTON LIBRARY,CA,1,A,A51,FALSE,FALSE,72295803,572,422605680,710545598,391192.42,F,FALSE,TRUE,91108,1.4727195225916454,Metropolitan,06037
953956297,2019,990,ANGEL FLIGHT WEST INC,CA,4,E,E99,FALSE,FALSE,10149832,13,12025748,3186900,229141.84,M,FALSE,TRUE,90405,1.4727195225916454,Metropolitan,06037
272815356,2017,990,THE SOLDIERS PROJECT,CA,4,F,F30,FALSE,FALSE,558179,15,594710,309619,73042,M,FALSE,TRUE,91602,1.4727195225916454,Metropolitan,06037
742227972,2017,990,ASSOCIATION OF CHRISTIAN MINISTRIES TO,MD,8,X,X0320,FALSE,FALSE,193653,1,204695,111074,138034.03999999998,M,FALSE,TRUE,21212,1.4727195225916454,Metropolitan,06037
270600887,2018,990,UNIVERSAL COMMUNITY HEALTH CENTER,CA,4,E,E32,FALSE,FALSE,4449063,68,3801087,2294063,289688.82,M,FALSE,TRUE,90021,1.4727195225916454,Metropolitan,06037
200672173,2018,990,SYNERGY ACADEMIES,CA,2,B,B20,FALSE,FALSE,17188365,178,18415183,15032055,228833.86,F,FALSE,TRUE,90016,1.4727195225916454,Metropolitan,06037
952250007,2018,990,YOUNG MUSICIANS FOUNDATION,CA,1,A,A68,FALSE,FALSE,958554,41,1206527,1249401,94266.65999999999,M,FALSE,TRUE,90065,1.4727195225916454,Metropolitan,06037
951644002,2018,990,HILLSIDES,CA,4,F,F33,FALSE,FALSE,42747448,625,45506068,37966206,461953.48,M,FALSE,TRUE,90041,1.4727195225916454,Metropolitan,06037
510143029,2018,990,THERAPEUTIC LIVING CENTERS FOR THE BLIND,CA,2,B,B28,FALSE,FALSE,10668973,315,9631175,11448358,155252.6,F,FALSE,TRUE,91335,1.4727195225916454,Metropolitan,06037
953881333,2017,990,CLINICA MSR OSCAR A ROMERO,CA,4,E,E32,FALSE,FALSE,14606746,194,14351955,7552947,228365.4,F,FALSE,TRUE,90033,1.4727195225916454,Metropolitan,06037
951690988,2018,990,EXCEPTIONAL CHILDREN'S FOUNDATION,CA,5,P,P82,FALSE,FALSE,27947971,686,31245406,41823248,369747.1,M,FALSE,TRUE,90230,1.4727195225916454,Metropolitan,06037
222843138,2018,990,VSDA SCHOLARSHIP FOUNDATION INC,CA,2,B,B82,FALSE,FALSE,44159,0,112288,265975,385775.04,M,FALSE,TRUE,91603,1.4727195225916454,Metropolitan,06037
952690540,2018,990,LOS ANGELES CENTER FOR LAW & JUSTICE,CA,5,I,I80,FALSE,FALSE,3164206,44,3497645,1877750,163935.03999999998,M,FALSE,TRUE,90022,1.4727195225916454,Metropolitan,06037
954106270,2018,990,THE SALVATION ARMY VENTURA RESIDENCES INC,CA,5,P,P24,FALSE,FALSE,904250,5,879876,3846583,90527.23999999999,M,FALSE,TRUE,90802,1.4727195225916454,Metropolitan,06037
951690977,2018,990,CHILDREN'S HOSPITAL LOS ANGELES,CA,4,E,E24,FALSE,TRUE,1255702833,7053,1838773254,2320601938,2271000.86,M,FALSE,TRUE,90027,1.4727195225916454,Metropolitan,06037
272318836,2018,990,PROJECT RETURN PEER SUPPORT NETWORK,CA,4,F,F30,FALSE,FALSE,2989982,51,3019714,778128,246130.3,U,FALSE,TRUE,90255,1.4727195225916454,Metropolitan,06037
942998086,2018,990,COMMUNITIES FOR A BETTER ENVIRONMENT,CA,3,C,C0160,FALSE,FALSE,2444303,45,2454112,3121578,118896.79999999999,M,FALSE,TRUE,90255,1.4727195225916454,Metropolitan,06037
202207418,2018,990,PARENT REVOLUTION INC,CA,2,B,B01,FALSE,FALSE,1383008,14,1672418,925510,250794.84,M,FALSE,TRUE,90017,1.4727195225916454,Metropolitan,06037
341468732,2019,990,DEACONESS-ZANE CENTER,CA,5,L,L22,FALSE,FALSE,837572,0,845833,2342721,657077.1,F,FALSE,TRUE,90815,1.4727195225916454,Metropolitan,06037
953567895,2018,990,LOS ANGELES LGBT CENTER,CA,5,P,P88,FALSE,FALSE,135693037,850,139164172,109414299,831222.6799999999,F,FALSE,TRUE,90038,1.4727195225916454,Metropolitan,06037
953180934,2016,990,FULFILLMENT FUND,CA,5,P,P30,FALSE,FALSE,5338207,45,5047165,5176868,198818.19999999998,F,FALSE,TRUE,90048,1.4727195225916454,Metropolitan,06037
956003956,2018,990,SOUTH BAY CHILDRENS HEALTH CENTER,CA,4,E,E21,FALSE,TRUE,2153382,30,2089988,747278,107647.86,M,FALSE,TRUE,90277,1.4727195225916454,Metropolitan,06037
261809669,2018,990,THE LEAP FOUNDATION INC,CA,7,T,T20,FALSE,FALSE,1193637,4,1776711,53043,98364.79999999999,M,FALSE,TRUE,90067,1.4727195225916454,Metropolitan,06037
954548826,2018,990,THE ANTAEUS COMPANY,CA,1,A,A65,FALSE,FALSE,1039661,18,908472,2758860,110660.4,F,FALSE,TRUE,91205,1.4727195225916454,Metropolitan,06037
251902847,2018,990,THE SALVATION ARMY TULARE RESIDENCES INC,CA,5,P,P24,FALSE,FALSE,621226,5,472799,5398285,90527.23999999999,M,FALSE,TRUE,90802,1.4727195225916454,Metropolitan,06037
951647810,2018,990,FIVE ACRES THE BOYS AND GIRLS',CA,4,F,F33,FALSE,FALSE,36373982,576,39748904,25514895,447746.27999999997,F,FALSE,TRUE,91001,1.4727195225916454,Metropolitan,06037
953855705,2017,990,RAINBOW SERVICES LTD,CA,5,P,P43,FALSE,FALSE,3208657,50,3248390,4459322,154817.18,F,FALSE,TRUE,90731,1.4727195225916454,Metropolitan,06037
956054617,2018,990,WEINGART CENTER ASSOCIATION INC,CA,5,L,L41,FALSE,FALSE,13569154,236,14037488,30641650,418436.25999999995,M,FALSE,TRUE,90013,1.4727195225916454,Metropolitan,06037
942497039,2018,990,RESOURCES FOR INFANT EDUCARERS,CA,5,P,P30,FALSE,FALSE,507794,1,578225,142407,122956,F,FALSE,TRUE,90038,1.4727195225916454,Metropolitan,06037
203596433,2019,990,TREASURES MINISTRIES,CA,5,P,P80,FALSE,FALSE,411547,4,516757,184874,117047.73999999999,F,FALSE,TRUE,91324,1.4727195225916454,Metropolitan,06037
952280871,2018,990,JEWISH COMMUNITY CENTER OF LONG BEACH,CA,5,P,P28,FALSE,FALSE,6307681,257,9747646,3346775,226274.44,M,FALSE,TRUE,90815,1.4727195225916454,Metropolitan,06037
954847950,2018,990,LAKE AVENUE FOUNDATION INC,CA,7,S,S20,FALSE,FALSE,1056230,22,1099245,413620,120519.29999999999,F,FALSE,TRUE,91101,1.4727195225916454,Metropolitan,06037
330677510,2018,990,LINC - REDONDO BEACH SENIORS INC,CA,5,L,L22,FALSE,FALSE,1930667,0,2359948,6628607,385129.57999999996,F,FALSE,TRUE,90807,1.4727195225916454,Metropolitan,06037
951803684,2018,990,VALLEY CHRISTIAN SCHOOL SYSTEM,CA,2,B,B20,FALSE,FALSE,17128382,328,19364563,14399508,231389.74,M,FALSE,TRUE,90703,1.4727195225916454,Metropolitan,06037
952671260,2019,990,TIERRA DEL SOL FOUNDATION,CA,5,J,J30,FALSE,FALSE,17740506,487,18932628,13324452,228397.25999999998,F,FALSE,TRUE,91040,1.4727195225916454,Metropolitan,06037
330449483,2018,990,THE SALVATION ARMY PORTLAND RESIDENCES INC,CA,5,L,L99,FALSE,FALSE,502830,5,534945,1723130,90527.23999999999,M,FALSE,TRUE,90802,1.4727195225916454,Metropolitan,06037
953947744,2018,990,AUTRY MUSEUM OF THE AMERICAN WEST,CA,1,A,A54,FALSE,FALSE,16834277,225,19333614,237438503,455695.94,M,FALSE,TRUE,90027,1.4727195225916454,Metropolitan,06037
510204566,2019,990,CENTER FOR INDIVIDUAL AND,CA,5,P,P46,FALSE,FALSE,439120,11,489050,418382,94037.73999999999,M,FALSE,TRUE,91607,1.4727195225916454,Metropolitan,06037
953985518,2018,990,INDEPENDENT SCHOOL ALLIANCE,CA,2,B,B19,FALSE,FALSE,886059,10,1107841,967498,150409.88,M,FALSE,TRUE,90230,1.4727195225916454,Metropolitan,06037
460653428,2018,990,METRO CHARTER ELEM SCHOOL,CA,2,B,B29,FALSE,FALSE,1436450,26,1196677,348632,184483.56,F,FALSE,TRUE,90015,1.4727195225916454,Metropolitan,06037
951727673,2018,990,TOWN HALL LOS ANGELES,CA,7,W,W99,FALSE,FALSE,650588,4,787858,1165095,194441.58,F,FALSE,TRUE,90071,1.4727195225916454,Metropolitan,06037
237351622,2018,990,THE CLINIC INC,CA,4,E,E32,FALSE,FALSE,15718654,216,14656198,8479177,383090.54,M,FALSE,TRUE,90062,1.4727195225916454,Metropolitan,06037
412077818,2019,990,AMERICAN MUSEUM OF CERAMIC ART,CA,1,A,A51,FALSE,FALSE,1143910,13,3233659,7551708,150990.44,F,FALSE,TRUE,91767,1.4727195225916454,Metropolitan,06037
951904355,2015,990,SOUTHERN CALIFORNIA SCHOOL OF THEOLOGY,CA,2,B,B50,TRUE,FALSE,12596292,323,15568366,36959053,353413.54,M,FALSE,TRUE,91711,1.4727195225916454,Metropolitan,06037
223902958,2018,990,LOS ANGELES UNIVERSAL PRESCHOOL,CA,2,B,B21,FALSE,FALSE,27847887,249,28488277,7767396,147708.86,M,FALSE,TRUE,90071,1.4727195225916454,Metropolitan,06037
952219917,2018,990,MENTALLY AND EDUCATIONALLY RETARDED,CA,5,J,J30,FALSE,FALSE,2553976,87,3937115,7683592,127381,F,FALSE,TRUE,91754,1.4727195225916454,Metropolitan,06037
956126109,2015,990,STEELWORKERS OLDTIMERS FOUNDATION,CA,5,J,J40,FALSE,FALSE,3467365,103,3409124,429168,111964.29999999999,M,FALSE,TRUE,90255,1.4727195225916454,Metropolitan,06037
954531076,2018,990,EAST LA COMMUNITY CORPORATION,CA,5,L,L21,FALSE,FALSE,4881684,53,7460493,40555292,160323.06,F,FALSE,TRUE,90033,1.4727195225916454,Metropolitan,06037
953139419,2018,990,VALLEY ECONOMIC DEVELOPMENT CENTER INC,CA,7,S,S43,FALSE,FALSE,13061289,38,4595194,41149591,220512.5,M,FALSE,TRUE,91403,1.4727195225916454,Metropolitan,06037
455191270,2018,990,DISCOVERY SCIENCE CENTER OF LOS ANGELES,CA,1,A,A57,FALSE,FALSE,7594008,140,5136368,23446781,548304.7,M,FALSE,TRUE,91342,1.4727195225916454,Metropolitan,06037
954712513,2019,990,GENESIS LA ECONOMIC GROWTH CORPORATION,CA,7,S,S30,FALSE,FALSE,3584621,8,6501142,57648449,519956.37999999995,M,FALSE,TRUE,90017,1.4727195225916454,Metropolitan,06037
954692703,2018,990,SEPHARDIC TRADITION AND RECREATION,CA,8,X,X30,FALSE,FALSE,562705,2,471743,286377,135251.6,M,FALSE,TRUE,91316,1.4727195225916454,Metropolitan,06037
453773041,2016,990,THE PASADENA VILLAGE,CA,5,L,L99,FALSE,FALSE,238164,2,215470,170097,101574.4,F,FALSE,TRUE,91103,1.4727195225916454,Metropolitan,06037
952513421,2018,990,CASA DE LAS AMIGAS,CA,4,F,F20,FALSE,FALSE,2667716,39,2033177,4370390,162517.86,F,FALSE,TRUE,91101,1.4727195225916454,Metropolitan,06037
330283773,2018,990,PROVIDENCE MEDICAL INSTITUTE,WA,4,E,E32,FALSE,FALSE,213543653,0,127110792,91501804,6826304.72,M,FALSE,TRUE,90503,1.4727195225916454,Metropolitan,06037
953954352,2018,990,CHILDREN'S BURN FOUNDATION,CA,4,H,H99,FALSE,FALSE,1892128,13,3988568,6310311,205252.74,F,FALSE,TRUE,91403,1.4727195225916454,Metropolitan,06037
953411383,2018,990,SOUTHERN CALIFORNIA REHABILITATION,CA,4,F,F99,FALSE,FALSE,2486519,40,3005453,2076259,144832.02,M,FALSE,TRUE,91103,1.4727195225916454,Metropolitan,06037
330034221,2015,990,EAST LOS ANGELES COLLEGE FOUNDATION,CA,2,B,B11,FALSE,FALSE,1763329,40,1800560,3563155,186384.53999999998,M,FALSE,TRUE,91754,1.4727195225916454,Metropolitan,06037
953941342,2018,990,CHILD AND FAMILY CENTER,CA,4,F,F30,FALSE,FALSE,12926943,199,13092938,6578939,243295.93999999997,F,FALSE,TRUE,91350,1.4727195225916454,Metropolitan,06037
264365882,2019,990,KIND CAMPAIGN,CA,5,I,I21,FALSE,FALSE,495277,5,183317,597971,141746.32,F,FALSE,TRUE,90025,1.4727195225916454,Metropolitan,06037
954115863,2018,990,PROJECT ANGEL FOOD,CA,5,K,K36,FALSE,FALSE,4874861,15,7141933,9223074,229124.13999999998,M,FALSE,TRUE,90038,1.4727195225916454,Metropolitan,06037
237334271,2018,990,CONCEPT 7 INC,CA,5,P,P32,FALSE,FALSE,773125,34,705294,1217860,555776.46,F,FALSE,TRUE,90601,1.4727195225916454,Metropolitan,06037
205101447,2019,990,MAK CENTER FOR ART AND ARCHITECTURE LA,CA,1,A,A40,FALSE,FALSE,941822,13,985273,2557037,108111.59999999999,F,FALSE,TRUE,90069,1.4727195225916454,Metropolitan,06037
470957404,2018,990,ANTELOPE VALLEY PARTNERS FOR HEALTH,CA,7,S,S20,FALSE,FALSE,7128136,120,7330973,1580175,218960.8,F,FALSE,TRUE,93534,1.4727195225916454,Metropolitan,06037
542170689,2018,990,LOS ANGELES ACADEMY OF ARTS AND,CA,1,A,A25,FALSE,FALSE,5304589,78,4537538,1874161,110195.48,M,FALSE,TRUE,90026,1.4727195225916454,Metropolitan,06037
953874381,2014,990,ST JOSEPH CENTER,CA,5,P,P20,FALSE,FALSE,11612767,177,13371146,14866033,205882.86,M,FALSE,TRUE,90291,1.4727195225916454,Metropolitan,06037
330553621,2018,990,THE SALVATION ARMY SAN DIEGO RESIDENCES INC,CA,5,L,L21,FALSE,FALSE,1474941,8,1120900,7841753,90527.23999999999,M,FALSE,TRUE,90802,1.4727195225916454,Metropolitan,06037
270385918,2019,990,SANTA CLARITA VALLEY ECONOMIC,CA,7,S,S30,FALSE,FALSE,909649,5,754850,947206,243326.62,F,FALSE,TRUE,91355,1.4727195225916454,Metropolitan,06037
953938009,2018,990,LOS ANGELES COUNTY HIGH SCHOOL FOR THE,CA,2,B,B1125,FALSE,FALSE,1466525,3,3497101,4673017,144109.86,M,FALSE,TRUE,90015,1.4727195225916454,Metropolitan,06037
951727673,2018,990,TOWN HALL LOS ANGELES,CA,7,W,W99,FALSE,FALSE,650588,4,800358,1177595,194441.58,F,FALSE,TRUE,90071,1.4727195225916454,Metropolitan,06037
954669404,2018,990,PALMDALE COMMUNITY FOUNDATION,CA,7,T,T31,FALSE,FALSE,585290,0,615914,301786,327191.57999999996,F,FALSE,TRUE,93550,1.4727195225916454,Metropolitan,06037
455233028,2018,990,VALUE SCHOOLS FOUNDATION,CA,2,B,B11,FALSE,FALSE,2890181,0,2808066,25241389,215194.24,M,FALSE,TRUE,90005,1.4727195225916454,Metropolitan,06037
950549600,2018,990,BIOLA UNIVERSITY INC,CA,2,B,B43,TRUE,FALSE,228212796,3916,266651730,469827811,795835.6599999999,U,FALSE,TRUE,90639,1.4727195225916454,Metropolitan,06037
953901768,2018,990,THE JOHN DOUGLAS FRENCH ALZHEIMER'S,CA,4,H,H83,FALSE,FALSE,9128827,3,9636944,3031050,14754.72,F,FALSE,TRUE,91105,1.4727195225916454,Metropolitan,06037
941612823,2018,990,COMMUNITY ACTION PARTNERSHIP OF,CA,5,P,P40,FALSE,FALSE,26418466,379,26486801,6758002,229836.86,F,FALSE,TRUE,93637,4,Metropolitan,06039
942864490,2019,990,RONALD MCDONALD HOUSE CHARITIES,CA,5,L,L99,FALSE,FALSE,2062761,21,6144696,11068329,138435.24,M,FALSE,TRUE,93636,4,Metropolitan,06039
237429117,2018,990,MADERA COMMUNITY HOSPITAL,CA,4,E,E22,FALSE,TRUE,93635532,970,95452043,94680348,445645.88,F,FALSE,TRUE,93637,4,Metropolitan,06039
943359599,2018,990,OAK HILL SCHOOL OF CALIFORNIA,CA,2,B,B28,FALSE,FALSE,3066944,63,3143926,712981,166636.06,M,FALSE,TRUE,94960,3.267857142857143,Metropolitan,06041
680101012,2018,990,CENTER FOR VOLUNTEER & NONPROFIT,CA,5,O,O40,FALSE,FALSE,2357352,31,2408254,1521053,261419.56,F,FALSE,TRUE,94903,3.267857142857143,Metropolitan,06041
942832648,2018,990,CANAL ALLIANCE,CA,5,P,P28,FALSE,FALSE,6114756,76,5712048,5534784,192789.58,M,FALSE,TRUE,94901,3.267857142857143,Metropolitan,06041
680038012,2019,990,RESOURCE RENEWAL INSTITUTE,CA,3,C,C30,FALSE,FALSE,427797,3,1051233,417485,117811.2,F,FALSE,TRUE,94941,3.267857142857143,Metropolitan,06041
680174526,2018,990,NORTH MARIN SENIOR HOUSING CORP,CA,5,L,L21,FALSE,FALSE,57644,0,176479,5054843,226031.36,M,FALSE,TRUE,94901,3.267857142857143,Metropolitan,06041
680360646,2019,990,MIDTOWN HOMES INC,CA,5,L,L20,FALSE,FALSE,1535255,0,665611,178916,378525.12,F,FALSE,TRUE,94901,3.267857142857143,Metropolitan,06041
942460193,2018,990,DANCE PALACE,CA,1,A,A62,FALSE,FALSE,510090,19,620912,720924,93146.84,U,FALSE,TRUE,94956,3.267857142857143,Metropolitan,06041
680362733,2019,990,CECILIA PLACE HOMES INC,CA,5,L,L22,FALSE,FALSE,372244,0,372723,2656872,378525.12,F,FALSE,TRUE,94901,3.267857142857143,Metropolitan,06041
911930327,2018,990,BRIDGE THE GAP COLLEGE PREP,CA,5,O,O50,FALSE,FALSE,1449259,51,1508600,619082,61478,F,FALSE,TRUE,94966,3.267857142857143,Metropolitan,06041
271376321,2018,990,PRIMA MEDICAL FOUNDATION,CA,4,E,E11,FALSE,FALSE,42506263,357,44535579,10158106,588553.32,M,FALSE,TRUE,94949,3.267857142857143,Metropolitan,06041
680386802,2019,990,PALM COURT SENIOR HOMES INC,CA,5,L,L22,FALSE,FALSE,2169833,0,890147,2461337,378525.12,F,FALSE,TRUE,94901,3.267857142857143,Metropolitan,06041
680070136,2018,990,NOVATO ENRICHMENT CARE INC,CA,5,P,P33,FALSE,FALSE,629416,10,703470,336044,230542.5,F,FALSE,TRUE,94903,3.267857142857143,Metropolitan,06041
680362018,2019,990,GOLDEN OAK MANOR INC,CA,5,L,L21,FALSE,FALSE,5118288,1,2801806,11164278,390893.88,M,FALSE,TRUE,94901,3.267857142857143,Metropolitan,06041
311789655,2018,990,STONEHAVEN STUDENT HOUSING INC,CA,2,B,B80,FALSE,FALSE,3356329,0,3946933,17752931,363574.51999999996,F,FALSE,TRUE,94901,3.267857142857143,Metropolitan,06041
680333463,2018,990,THREE OAKS FAMILY HOMES INC,CA,5,L,L20,FALSE,FALSE,71348,0,65734,2475083,363574.51999999996,F,FALSE,TRUE,94901,3.267857142857143,Metropolitan,06041
942689383,2018,990,MARIN AGRICULTURAL LAND TRUST,CA,5,K,K20,FALSE,FALSE,10665669,26,15756472,27197097,228792.56,M,FALSE,TRUE,94956,3.267857142857143,Metropolitan,06041
942675517,2017,990,RITTER CENTER,CA,5,P,P60,FALSE,FALSE,5834418,43,6269159,3628844,199521.47999999998,F,FALSE,TRUE,94912,3.267857142857143,Metropolitan,06041
943272520,2018,990,BECKETT HALL INC,CA,2,B,B80,FALSE,FALSE,2471012,0,2918850,10041023,363574.51999999996,F,FALSE,TRUE,94901,3.267857142857143,Metropolitan,06041
680172541,2019,990,COASTAL HEALTH ALLIANCE,CA,4,E,E30,FALSE,FALSE,6076615,72,6140926,8976392,456719,M,FALSE,TRUE,94956,3.267857142857143,Metropolitan,06041
942237120,2018,990,MARIN COMMUNITY CLINIC,CA,4,E,E32,FALSE,FALSE,51551790,584,53950963,45784713,443949.04,U,FALSE,TRUE,94949,3.267857142857143,Metropolitan,06041
510192320,2018,990,WEST MARIN SENIOR SERVICES,CA,5,P,P81,FALSE,FALSE,1265382,33,1563081,1538312,126441.71999999999,M,FALSE,TRUE,94956,3.267857142857143,Metropolitan,06041
943226340,2018,990,ALTA PLAZA PRESCHOOL INC,CA,2,B,B21,FALSE,FALSE,506891,8,624270,179465,118754.01999999999,F,FALSE,TRUE,94115,3.267857142857143,Metropolitan,06041
680381750,2018,990,1150 WEBSTER STREET INC,CA,5,L,L21,FALSE,FALSE,28916,0,217194,7240564,294913.86,M,FALSE,TRUE,94901,3.267857142857143,Metropolitan,06041
237115368,2019,990,ENVIRONMENTAL ACTION COMMITTEE,CA,3,C,C0130,FALSE,FALSE,334692,4,362582,284011,112525.98,F,FALSE,TRUE,94956,3.267857142857143,Metropolitan,06041
680486556,2019,990,HAMILTON AFFORDABLE HOMES INC,CA,5,L,L20,FALSE,FALSE,673765,0,2414836,8133314,378525.12,F,FALSE,TRUE,94901,3.267857142857143,Metropolitan,06041
870572187,2017,990,LEWA WILDLIFE CONSERVANCY USA,NY,3,D,D30,FALSE,FALSE,3142996,3,4095869,7024354,251912.3,F,FALSE,TRUE,10018,3.267857142857143,Metropolitan,06041
463006107,2018,990,ACCREDITING COMMISSION FOR COMMUNITY,CA,2,B,B41,TRUE,FALSE,2998101,10,4375028,4818546,394837.44,M,FALSE,TRUE,94949,3.267857142857143,Metropolitan,06041
942890791,2018,990,HOSPICE BY THE BAY,CA,5,P,P1174,FALSE,FALSE,60383600,540,63838469,77451582,629319.96,F,FALSE,TRUE,94939,3.267857142857143,Metropolitan,06041
941196195,2019,990,GUIDE DOGS FOR THE BLIND INC,CA,5,P,P86,FALSE,FALSE,48913115,365,183327075,435001830,468625.19999999995,F,FALSE,TRUE,94903,3.267857142857143,Metropolitan,06041
941156461,2018,990,ALDERSLY,CA,5,P,P75,FALSE,FALSE,10172258,120,17191854,36361569,375673.06,M,FALSE,TRUE,94901,3.267857142857143,Metropolitan,06041
201931523,2019,990,ARBOR COURT INC,CA,5,P,P73,FALSE,FALSE,330323,0,202295,3914242,390893.88,M,FALSE,TRUE,94901,3.267857142857143,Metropolitan,06041
941156562,2019,990,MARIN HUMANE SOCIETY,CA,3,D,D20,FALSE,FALSE,9087124,135,14771733,19326535,288065.13999999996,F,FALSE,TRUE,94949,3.267857142857143,Metropolitan,06041
811768753,2018,990,PEOPLE WITH DISABILITIES SUCCEEDING,CA,5,J,J30,FALSE,FALSE,1323352,31,1312137,181402,167701.59999999998,F,FALSE,TRUE,94960,3.267857142857143,Metropolitan,06041
274102086,2018,990,THE WEST MARIN FUND,CA,7,T,T31,FALSE,FALSE,1062674,5,2232415,2721049,137621.03999999998,F,FALSE,TRUE,94956,3.267857142857143,Metropolitan,06041
680418058,2019,990,DON AVANTE FAMILY HOMES INC,CA,5,L,L20,FALSE,FALSE,19718948,0,387579,0,378525.12,F,FALSE,TRUE,94901,3.267857142857143,Metropolitan,06041
942832606,2018,990,WEST MARINECUMENICAL SENIOR HOUSING,CA,5,L,L22,FALSE,FALSE,140902,0,79919,3426810,226031.36,M,FALSE,TRUE,94901,3.267857142857143,Metropolitan,06041
680181572,2019,990,EAH - CREEKSIDE,CA,5,L,L20,FALSE,FALSE,737077,0,702491,31021,378525.12,F,FALSE,TRUE,94901,3.267857142857143,Metropolitan,06041
770272319,2017,990,ALLIANCE FOR COMMUNITY TRANSFORMATIONS,CA,4,F,F32,FALSE,FALSE,3309258,75,3361527,920824,66738.44,F,FALSE,TRUE,95338,10,Rural,06043
680262003,2018,990,MENDOCINO COAST CLINICS INC,CA,4,E,E30,FALSE,FALSE,12286850,153,12895057,8094939,175246.52,U,FALSE,TRUE,95437,10.619047619047619,Rural,06045
680041554,2018,990,MENDOCINO COAST HOSPITAL FOUNDATION,CA,4,E,E1191,FALSE,FALSE,583161,3,1011415,2293414,97634.37999999999,F,FALSE,TRUE,95437,10.619047619047619,Rural,06045
680463485,2018,990,TAPESTRY FAMILY SERVICES INC,CA,5,P,P40,FALSE,FALSE,2777238,48,2908501,440083,145099.88,F,FALSE,TRUE,95482,10.619047619047619,Rural,06045
941639901,2019,990,UKIAH ADVENTIST HOSPITAL,CA,4,E,E22,FALSE,TRUE,195264695,925,200787260,220501180,710966.52,M,FALSE,TRUE,95482,10.619047619047619,Rural,06045
942897317,2018,990,REDWOOD COAST DEVELOPMENTAL,CA,5,P,P80,FALSE,FALSE,123766538,118,123766880,52952758,165460.78,M,FALSE,TRUE,95482,10.619047619047619,Rural,06045
942536128,2018,990,LONG VALLEY HEALTH CENTER INC,CA,4,E,E30,FALSE,FALSE,3636528,45,4194654,2909833,127760.95999999999,M,FALSE,TRUE,95454,10.619047619047619,Rural,06045
680108919,2019,990,WILLITS HOSPITAL INC,CA,4,E,E22,FALSE,TRUE,76202729,404,80040574,114727720,710966.52,M,FALSE,TRUE,95490,10.619047619047619,Rural,06045
941671958,2018,990,NORTH COAST OPPORTUNITIES INC,CA,5,P,P20,FALSE,FALSE,25364198,286,25992841,8259873,146640.96,F,FALSE,TRUE,95482,10.619047619047619,Rural,06045
680353653,2018,990,PINE GARDENS I INC,CA,5,L,L20,FALSE,FALSE,3165989,0,2858176,11465054,165145.72,M,FALSE,TRUE,95482,10.619047619047619,Rural,06045
